subject_id,condition,condition_label,n_trials,avg_snr,mean_trial_snr,mean_baseline_noise_V,signal_rms_V,noise_floor_V,signal_to_noise_floor_ratio,n_components_detected,morphology_score,quality_score,has_real_pattern,quality_label,P1_detected,P1_peak_amp_V,P1_peak_lat_s,P1_mean_amp_V,N1_detected,N1_peak_amp_V,N1_peak_lat_s,N1_mean_amp_V,P2_detected,P2_peak_amp_V,P2_peak_lat_s,P2_mean_amp_V,N400_detected,N400_peak_amp_V,N400_peak_lat_s,N400_mean_amp_V,jar_group
P010,258,Low/258,5,0.4534453072708088,2.6951041326264025,3.6470144789609394e-05,3.850176441588157e-05,7.442471837678033e-05,0.5173249594437657,4,0.3333333333333333,0.5099198142308499,True,GOOD,True,8.260194738340942e-06,0.09,5.555296908456489e-07,True,-2.3447294688594413e-05,0.22,-2.7697594739286374e-06,True,1.1651933755274511e-05,0.25,-8.812267137815209e-07,True,-3.971917177144255e-06,0.37,8.188663610579869e-06,Khong_du
P010,453,MedLow/453,5,0.6469162947255598,1.372974152631881,5.3071695475112925e-05,2.8361524733282753e-05,7.751598297111217e-05,0.36587970178811025,3,0.3333333333333333,0.4271840021945715,False,BAD,True,2.0468646488325246e-05,0.1,1.5175677771951862e-06,True,-6.720577596297517e-06,0.22,8.067245490456735e-06,False,5.607761647752342e-06,0.33,-5.950010889950345e-06,True,-1.576100104424919e-05,0.45,-3.468017661170532e-06,Khong_du
P010,189,Medium/189,5,0.48336167362898563,1.590403723284264,5.4689906482258794e-05,2.8387597379402124e-05,7.632792018073139e-05,0.37191629631968454,4,0.3333333333333333,0.5015071950263917,True,GOOD,True,2.1502204072021412e-05,0.13,4.200183555624903e-06,True,-2.0221778379436726e-05,0.16,-6.749262007434776e-06,True,8.178394182323245e-06,0.35,-2.393310004960697e-06,True,-6.590314311457253e-06,0.36,4.679332825991836e-06,Khong_du
P010,762,MedHigh/762,5,0.843791104287807,1.2523252667926867,4.951668796024277e-05,3.0108013798392876e-05,6.50968980000627e-05,0.4625107297488104,4,0.5,0.580004230088478,True,GOOD,True,1.3963293685037569e-05,0.15,9.12811436616526e-06,True,-2.431152869348807e-05,0.2,-9.615798560699577e-06,True,2.1344279815593836e-05,0.27,3.587998332959657e-06,True,-5.263562917671531e-06,0.55,4.7493286764169594e-06,Vua_phai
P010,893,High/893,5,0.44948094598275734,1.5803775868061558,5.3425959966741296e-05,3.7477595829090426e-05,7.949742395341086e-05,0.47143157558229837,4,0.8333333333333334,0.6311474470005688,True,GOOD,True,5.780009519185112e-06,0.11,-1.3117367923801538e-06,True,-1.6451302963105262e-05,0.22,-2.56041569715845e-06,True,3.74500793441257e-05,0.29,1.1672251049241404e-05,True,-7.0060107721777355e-06,0.39,9.402255975890022e-07,Qua_nhieu
P011,605,Water/605,5,0.5869689037700974,1.3128254197101785,4.935411844151944e-05,2.6333845165217874e-05,6.223965058323003e-05,0.42310400072061644,4,0.0,0.430646875368221,True,WEAK,True,4.864534412263311e-06,0.09,-1.2389583517347089e-06,True,-1.2342448942348486e-05,0.22,5.627624768936551e-07,True,9.277605133206633e-06,0.25,-4.21282770774339e-06,True,-6.991448227230042e-06,0.39,2.209735105623393e-06,Khong_du
P011,258,Low/258,5,0.6329211647487867,1.1807303605284851,5.388883798404183e-05,2.713305217358054e-05,6.672717313519813e-05,0.4066267293926174,4,1.0,0.6832404351001785,True,GOOD,True,1.5518481848175725e-05,0.13,3.1152467711998652e-06,True,-2.3658272937154834e-05,0.22,2.245273662734607e-06,True,2.736863016252755e-05,0.33,5.021400237180929e-06,True,-1.4500074621537351e-05,0.47,-3.625913104580546e-08,Khong_du
P011,453,MedLow/453,5,0.7093500550514642,1.2943372496629715,4.877496143443799e-05,2.784317960160184e-05,6.47580274298289e-05,0.4299571915122401,2,0.3333333333333333,0.34969262728437334,False,BAD,False,5.331897682481218e-07,0.1,-1.0889847277236898e-05,False,-4.1406095647289466e-06,0.22,1.356510737816114e-05,True,6.906050072785773e-06,0.27,-4.075821379901667e-06,True,-1.6507033221084083e-05,0.55,-3.513013138914963e-06,Khong_du
P011,189,Medium/189,5,0.7100001160397669,1.3664687345000985,5.1572708905858366e-05,3.130821558762811e-05,7.004888254644001e-05,0.44694810894194975,4,0.8333333333333334,0.6510211178406268,True,GOOD,True,8.51622177151512e-06,0.13,-5.523873229169268e-06,True,-2.666124054986341e-05,0.14,-1.5070717451060033e-05,True,2.8257208600734885e-05,0.25,9.717170999578284e-06,True,-1.5980114831866858e-05,0.48,2.5489900817914333e-06,Khong_du
P011,762,MedHigh/762,5,0.6166774825514988,1.1286500383317768,5.673087632781353e-05,3.144760796755645e-05,6.254977258615975e-05,0.5027613477609156,2,0.5,0.38909689129469355,False,BAD,False,-9.053958990534738e-06,0.11,-1.722148494016957e-05,True,-8.487517516186926e-06,0.17,1.0928634376935777e-05,False,2.2131341893327767e-06,0.3,-8.989178677899245e-06,True,-1.9480446333849007e-05,0.53,-9.524694372558654e-06,Khong_du
P011,893,High/893,5,0.6232533117028368,1.2407336326551226,4.731584388575509e-05,2.4354680019667557e-05,5.7729532596982524e-05,0.42187557951821275,3,0.8333333333333334,0.5544117777724357,True,GOOD,True,9.98139997960834e-06,0.13,2.8074335968599124e-06,False,-3.527693815019716e-06,0.24,5.265902948076667e-06,True,2.0565586510201683e-05,0.25,5.910408999964234e-06,True,-1.8966193089890263e-05,0.47,-2.339720493173292e-06,Khong_du
P013,605,Water/605,5,0.7219639174701085,1.4538120269131376,4.3038548162566896e-05,3.133223559954374e-05,5.622260929929711e-05,0.5572888912492265,3,0.5,0.48946032663286765,True,WEAK,True,1.9788337471027263e-05,0.15,1.0762567204989994e-05,True,-2.1460528125771818e-05,0.15,1.302581935873222e-06,True,1.7243463503291423e-05,0.29,5.279397779007085e-06,False,-2.8212756414328987e-06,0.48,8.026125722110808e-06,Khong_du
P013,258,Low/258,5,0.7212356059310735,1.2114145164572732,4.733781685000044e-05,2.4740130679200832e-05,5.927112277216942e-05,0.4174061418458144,4,0.5,0.5664084277993588,True,GOOD,True,1.7085847254838526e-05,0.12,1.2480253359203886e-06,True,-9.602123054719415e-06,0.2,-2.5291804564372716e-06,True,6.019428161607721e-06,0.23,-5.122576679748539e-06,True,-1.7014613149513025e-05,0.5,-3.212923293618687e-06,Khong_du
P013,453,MedLow/453,5,0.6981502109452906,1.423151231988338,4.825264578084597e-05,2.908011574120643e-05,6.349742515414078e-05,0.4579731488420844,4,0.16666666666666666,0.48419383707526387,True,WEAK,True,1.0089643706123751e-05,0.13,-4.395932658748539e-06,True,-1.3684977153616275e-05,0.24,1.57033512044274e-06,True,7.595936565962803e-06,0.34,-7.413065946269515e-06,True,-1.644651526172917e-05,0.54,-5.219128189988652e-06,Vua_phai
P013,189,Medium/189,5,0.8791907873012843,1.3269785749291816,4.046526649381512e-05,2.4093478156143658e-05,5.408572163952685e-05,0.4454683680976477,4,0.8333333333333334,0.6650093598824306,True,GOOD,True,9.545484550699257e-06,0.12,2.797025498832031e-07,True,-1.6341747715387102e-05,0.21,-3.0585581237312965e-06,True,1.363719783284978e-05,0.3,1.783921295074064e-06,True,-6.623148586489454e-06,0.42,1.627669283565066e-06,Qua_nhieu
P013,762,MedHigh/762,5,0.7110068282519081,1.3526056261773687,4.571131884793988e-05,2.505384925678552e-05,5.8735578147127536e-05,0.4265532075640389,3,0.5,0.47874205958829524,True,WEAK,True,2.2946970784687436e-05,0.12,7.334335392832665e-06,True,-6.219708893695497e-06,0.17,3.0004418935192235e-06,False,-1.021000610990086e-06,0.3,-1.800878344385436e-05,True,-1.795158660418868e-05,0.37,-5.189278201007533e-06,Qua_nhieu
P013,893,High/893,5,0.8044865119617951,1.6124979261857546,3.708761873834941e-05,2.5925791575773004e-05,5.932762673652421e-05,0.43699357284103457,4,0.6666666666666666,0.6164817272932271,True,GOOD,True,1.4949339401937323e-05,0.14,8.703880697386827e-06,True,-2.6090030974046386e-05,0.2,-1.3422892301839796e-05,True,1.0425995878904359e-05,0.25,-2.1009815235664485e-06,True,-1.8569903037738792e-05,0.49,-2.202606022352585e-06,Qua_nhieu
P014,605,Water/605,5,0.42752835563717373,1.3066982677125856,5.141949264111953e-05,2.4821325479679705e-05,6.117823323914538e-05,0.40572151507960813,4,0.3333333333333333,0.4993898099340684,True,WEAK,True,8.28859855914743e-06,0.15,2.104549884864225e-06,True,-1.2031841691850786e-05,0.15,6.812791839003942e-06,True,1.8337062385853642e-05,0.34,1.8176543175758733e-06,True,-1.0045082302667651e-05,0.54,3.408673186538771e-06,Khong_du
P014,258,Low/258,5,0.48473667530112613,1.4322817134387993,4.155810218529885e-05,2.6483688206390883e-05,5.92892283026153e-05,0.44668633687078474,3,0.3333333333333333,0.4197295315404026,False,BAD,True,3.0986223177364994e-05,0.14,1.2215414997740481e-05,False,4.427001870510594e-06,0.15,1.3253201602093545e-05,True,6.135590160738503e-06,0.34,-6.59271194403634e-06,True,-9.300730461821632e-06,0.44,-5.740392316691421e-09,Khong_du
P014,453,MedLow/453,5,0.5438967189668229,1.347437427042698,5.323524496591808e-05,3.573577900282315e-05,7.102335546730311e-05,0.5031553179612129,4,0.6666666666666666,0.5997280420943262,True,GOOD,True,9.753840924986434e-06,0.14,-3.2989383411420804e-06,True,-1.2897664987576715e-05,0.2,8.184239873220245e-06,True,2.8152163247341376e-05,0.25,1.6174671693911173e-05,True,-5.200720852371887e-06,0.48,6.480160726945926e-06,Khong_du
P014,189,Medium/189,5,0.403823398123426,1.552605584251221,4.747326225389701e-05,3.40933930274499e-05,7.017740222135056e-05,0.48581725667065845,3,0.5,0.4575882440939182,True,WEAK,True,1.755383273973621e-05,0.09,9.945339350731735e-06,False,-5.9342358829983505e-06,0.16,2.4427232399522447e-06,True,1.9880556897078348e-05,0.26,1.4554648861720715e-06,True,-1.2963994019325279e-05,0.47,6.501516821303417e-06,Vua_phai
P014,762,MedHigh/762,5,0.3866599612223062,1.3594230003289618,5.073731604902038e-05,2.5736585691874647e-05,6.691205817123591e-05,0.3846330003182934,3,0.6666666666666666,0.4902358051257308,True,WEAK,False,1.4983086543907113e-06,0.1,-1.019724857178923e-05,True,-1.1772625404660175e-05,0.23,8.021217484161466e-07,True,2.0809936313526122e-05,0.33,7.859863653873863e-06,True,-1.6861210286360045e-05,0.47,5.561661912134051e-07,Vua_phai
P014,893,High/893,5,0.6109817234408123,1.5585217838225518,3.9933554470887395e-05,2.3495300161662325e-05,5.611106694493258e-05,0.4187284512825361,4,0.5,0.5573197774662578,True,GOOD,True,1.4013153338510164e-05,0.15,5.228890255619995e-06,True,-9.97014863912682e-06,0.2,8.710099966694169e-07,True,1.0268782989442115e-05,0.27,-4.334113607029622e-06,True,-1.4066698147985334e-05,0.49,-1.2613633219397512e-07,Qua_nhieu
P015,605,Water/605,5,0.3284187722320248,2.2391849318250228,3.692747214524749e-05,3.884519445516329e-05,6.842359239689753e-05,0.5677163839898679,2,0.3333333333333333,0.32828029315190876,False,BAD,False,7.315239258786171e-09,0.14,-4.404054161304723e-06,True,-6.192640270086258e-06,0.18,4.665383097414054e-06,False,6.083059089778688e-06,0.33,-6.59167348549325e-06,True,-1.2276967944065595e-05,0.36,-7.176178061346011e-06,Khong_du
P015,258,Low/258,5,0.7580633137360429,1.1275165905239661,5.2657974919107345e-05,2.6752301310275254e-05,6.669659938324914e-05,0.40110442747691416,4,0.8333333333333334,0.6515881082054388,True,GOOD,True,1.663128037989736e-05,0.1,1.584355927265944e-06,True,-5.161116962426603e-06,0.17,5.502621220898618e-06,True,3.763744537934599e-05,0.32,1.7107122984513992e-05,True,-6.077153503743678e-06,0.53,7.2402601587339545e-06,Khong_du
P015,453,MedLow/453,5,0.4764128707644388,1.6307640757083017,4.000042626697759e-05,2.9616775257052042e-05,6.206103546491323e-05,0.47722012749523257,4,0.3333333333333333,0.508825915459179,True,GOOD,True,1.810434275739681e-05,0.1,7.89810855914246e-06,True,-1.615897688971302e-05,0.18,-6.558642099075879e-07,True,1.0692469913919924e-05,0.35,-2.368344044502744e-06,True,-5.85783940323381e-06,0.48,3.1792016142974595e-06,Khong_du
P015,189,Medium/189,5,0.750397924552914,1.5783112829124561,4.547697716555237e-05,3.3895716331735424e-05,7.182232576240067e-05,0.4719384393630983,3,0.16666666666666666,0.4020952099983085,False,BAD,True,9.102167859964539e-06,0.1,-6.713109525792655e-07,True,-2.5389408529008508e-05,0.14,-8.322163485468599e-06,False,7.449971008099972e-07,0.26,-7.414566233111284e-06,True,-7.233261135297653e-06,0.5,3.371741474252881e-06,Vua_phai
P015,762,MedHigh/762,5,0.3624017225530592,1.8446429979231287,4.370719316250085e-05,2.5925182801968793e-05,6.51585271433273e-05,0.3978785883993653,2,0.6666666666666666,0.4017077043427073,False,BAD,True,7.713515378782178e-06,0.09,-3.7089223277624634e-06,False,-3.5822889515202407e-06,0.23,9.936806882587297e-06,True,2.498306538143425e-05,0.28,1.4958587429129231e-05,False,-1.2137149004350558e-06,0.52,4.809514368556366e-06,Qua_nhieu
P015,893,High/893,5,0.3358807944538682,2.0596257119774264,3.763987754489575e-05,2.3314494883774982e-05,7.618204367744882e-05,0.3060366164825855,3,0.8333333333333334,0.5217761457740162,True,GOOD,True,1.748362886928589e-05,0.11,7.459936734680436e-06,True,-2.3942967322909682e-05,0.2,-1.2718526607035198e-05,True,2.090806342494034e-05,0.3,9.421922482908066e-06,False,4.05371532110621e-06,0.44,9.11255392923265e-06,Qua_nhieu
P016,605,Water/605,5,0.5408816564166998,1.5903771796474928,4.222936196212346e-05,3.6796004417784814e-05,6.3843400612128e-05,0.5763478145741953,1,0.5,0.30079955746112297,False,BAD,False,2.6940733164337867e-06,0.1,-2.473366680533218e-06,False,-4.616705899707085e-06,0.14,7.081836869427994e-06,True,3.5521670668003935e-05,0.32,2.0602125397426967e-05,False,3.1255376361135246e-06,0.44,1.3020283370743016e-05,Khong_du
P016,258,Low/258,5,0.8661580784470422,1.9992331007191986,3.5174372127985875e-05,2.7989870768367414e-05,5.777262374583538e-05,0.48448328903159954,3,0.16666666666666666,0.41268275321462344,False,BAD,True,8.162042394133094e-06,0.1,-3.7067455009167005e-06,True,-9.540602096791416e-06,0.14,-1.2093780406856198e-06,False,-2.022561528747246e-06,0.23,-1.1716671076514947e-05,True,-1.7266998937278304e-05,0.42,-1.0669785268466137e-05,Khong_du
P016,453,MedLow/453,5,0.4946964656034253,1.6867294775544934,3.883360948226419e-05,2.7228784416025557e-05,7.050997876474511e-05,0.3861692329659289,3,0.16666666666666666,0.3743540646060634,False,BAD,True,4.97420284659711e-06,0.11,-4.389568677051362e-06,True,-1.840464921087914e-05,0.22,-2.7938006625240833e-06,False,3.300249204585273e-07,0.31,-1.752295264836334e-05,True,-1.8710346216721516e-05,0.41,-9.880600576537737e-06,Khong_du
P016,189,Medium/189,5,0.5780106302577492,1.6286556121462366,4.5963989828092354e-05,3.149656993842129e-05,7.411133792663475e-05,0.424989897896605,4,0.5,0.5550417948637244,True,GOOD,True,2.7303482289653404e-05,0.09,1.4251153077030467e-05,True,-3.2132574972365546e-05,0.15,-1.5139595181520609e-05,True,2.87654852598962e-05,0.35,5.962530772872191e-06,True,-1.0359810496159599e-05,0.41,6.474001628994698e-06,Khong_du
P016,762,MedHigh/762,5,0.6945067494002028,1.2650462983142046,6.074836836629008e-05,3.3306500802798824e-05,7.30182521356306e-05,0.45613938746345734,3,0.6666666666666666,0.5212526831764428,True,GOOD,True,2.6448714585924905e-05,0.13,1.5354446040153186e-05,True,-4.5311172630846386e-05,0.18,-1.5458904569953803e-05,True,2.5442017823706918e-05,0.28,9.897703285424506e-06,False,-4.944225793224177e-06,0.43,9.595270862057812e-06,Vua_phai
P016,893,High/893,5,0.4626959963188152,1.4867646917524087,4.968655727411478e-05,2.7910667633100665e-05,7.032009131024085e-05,0.39690886506337597,2,0.5,0.3683261645729878,False,BAD,False,1.5188968006896172e-06,0.15,-8.653989275282063e-07,True,-1.6537279515205226e-05,0.24,-3.3114733386317075e-06,True,1.8507843446968766e-05,0.25,8.545663420442487e-06,False,-7.690705058867784e-07,0.44,1.1085490879634922e-05,Vua_phai
P017,605,Water/605,5,0.3197929649559096,1.8926580241830024,4.0355311244832413e-05,2.4364751301055e-05,7.47202836978751e-05,0.326079480634358,4,0.5,0.5261053747939026,True,GOOD,True,2.411727399760366e-05,0.14,4.249949830332461e-06,True,-2.4782548621260503e-05,0.14,-3.051359508144846e-06,True,1.5216126587347387e-05,0.26,1.944351879337511e-06,True,-6.305920624072314e-06,0.55,5.730732518289852e-06,Khong_du
P017,258,Low/258,5,0.5324726511995959,1.8727097144242766,3.577140322091046e-05,2.2910863743497915e-05,6.752523381848657e-05,0.33929336409384697,2,0.5,0.3698197232403381,False,BAD,False,-3.381106068900408e-06,0.1,-1.2133957955435495e-05,False,-4.4685489740459165e-06,0.16,7.071551626645281e-06,True,5.833053711512548e-06,0.3,-2.4057937098886073e-06,True,-1.4660720080428289e-05,0.36,-4.770186036536765e-06,Khong_du
P017,453,MedLow/453,5,1.1366513267400837,1.8369887345955018,4.600277193328113e-05,5.654771189241462e-05,6.369186101763017e-05,0.8878326208235928,3,0.3333333333333333,0.5071417237901097,False,BAD,True,1.949221595296535e-05,0.15,8.536498951729397e-06,True,-2.302918433088052e-05,0.24,3.77321127948769e-06,False,5.04451325014088e-06,0.24,-7.266506521229024e-06,True,-1.0439458386220695e-05,0.38,7.697768227068363e-06,Khong_du
P017,189,Medium/189,5,0.5671769591534173,1.5282845773599676,3.867661927783451e-05,3.38963406565805e-05,6.840564159597442e-05,0.4955196657138767,4,0.3333333333333333,0.5177620548579922,True,GOOD,True,2.3794906317675666e-05,0.12,9.335746616199815e-06,True,-2.090847985414257e-05,0.24,-4.8043031728894904e-06,True,5.826370647810108e-06,0.34,-1.0048243108336136e-05,True,-8.512905368244599e-06,0.48,2.092691053205059e-06,Khong_du
P017,762,MedHigh/762,5,0.3749788697813036,2.513764674905743,3.5625706378604046e-05,2.8652071737654353e-05,7.381836108421687e-05,0.3881428863608361,4,0.6666666666666666,0.5770256222921714,True,GOOD,True,1.5858611664043565e-05,0.09,6.956432685635761e-07,True,-1.2310799809256424e-05,0.16,4.407569254703183e-06,True,2.5791656548790345e-05,0.35,5.928105965962843e-06,True,-7.557493806113295e-06,0.41,3.460521739159034e-06,Khong_du
P017,893,High/893,5,0.30673905562245823,1.8046752549454848,4.4870726073108276e-05,2.6175464164542376e-05,8.30635655169028e-05,0.3151256992359167,3,0.5,0.4366960154112319,True,WEAK,True,1.6485390210618787e-05,0.12,7.843440394696341e-06,True,-1.59653311754937e-05,0.21,-4.3748760656502445e-06,False,1.746048383211018e-06,0.31,-1.2788810818602333e-05,True,-1.8446519091715646e-05,0.55,-8.825877905014602e-06,Vua_phai
P018,605,Water/605,5,0.5657943195637494,1.6949183673695845,4.7864929495631736e-05,4.0031764156921785e-05,7.360048289472095e-05,0.5439062704817266,4,0.6666666666666666,0.6046091635831086,True,GOOD,True,3.756536636956298e-05,0.11,2.419601533379786e-05,True,-1.580263838150131e-05,0.15,3.540053442789446e-07,True,2.833853272079523e-05,0.29,1.329615193434655e-05,True,-1.5109785990337818e-05,0.55,9.511654461126529e-06,Khong_du
P018,258,Low/258,5,0.5161677855250092,1.7946010227280529,4.2335609222860534e-05,3.605757698422561e-05,7.300418488709943e-05,0.49391109619247797,4,0.8333333333333334,0.6383906476748533,True,GOOD,True,6.297985396486184e-06,0.15,-4.021632114310185e-06,True,-1.6738848530906124e-05,0.16,-5.557982304987325e-06,True,2.2047520369739002e-05,0.31,1.6146489990430924e-05,True,-6.9033011944460055e-06,0.39,5.196312944659686e-07,Khong_du
P018,453,MedLow/453,5,0.4363451630180587,1.4080676428119794,5.2526336873024096e-05,3.811290908410374e-05,7.147805964632032e-05,0.5332112997007717,4,0.8333333333333334,0.6346862777290627,True,GOOD,True,6.2070394506008595e-06,0.12,-1.6750149146562067e-06,True,-3.03608801914379e-05,0.21,-1.4526752389863099e-05,True,2.1852536377764412e-05,0.31,1.0264611437586033e-05,True,-1.6282310760592133e-05,0.38,-4.9412449719567584e-06,Vua_phai
P018,189,Medium/189,5,0.44643627261687213,1.6889631763371888,4.762896226815761e-05,3.645280203383354e-05,7.438250539648529e-05,0.49007225340860866,3,0.16666666666666666,0.378125108390385,False,BAD,True,9.304116463226818e-06,0.1,-2.747253895612242e-07,True,-1.4857291057523979e-05,0.14,4.2635568846740405e-07,False,6.959223014746386e-07,0.34,-1.5375226257565202e-05,True,-1.875160529986412e-05,0.48,-7.129144696776507e-06,Vua_phai
P018,762,MedHigh/762,5,0.4874978059136239,1.7208457273503026,4.544620647940172e-05,3.661822836481459e-05,7.436687290886088e-05,0.4923997330060048,4,0.6666666666666666,0.5942214638015856,True,GOOD,True,6.2495886822944165e-06,0.09,-2.957653004947197e-06,True,-1.1840540207685993e-05,0.21,2.746374879142814e-06,True,2.0843209995291545e-05,0.28,5.2867687394644664e-06,True,-2.9182878173135877e-05,0.51,-8.533066578647344e-06,Qua_nhieu
P018,893,High/893,5,0.5827398788625229,1.8855370020458806,4.0176267276851275e-05,3.566440438616085e-05,7.507974541455809e-05,0.47502031592192195,4,0.5,0.5591881802660209,True,GOOD,True,3.8745513677440606e-05,0.1,2.0984619663368318e-05,True,-2.2591449771880436e-05,0.24,-1.9524222156261127e-06,True,1.9472558835786914e-05,0.26,6.1193627091645696e-06,True,-8.712811825262179e-06,0.36,6.459569455029444e-06,Qua_nhieu
P019,605,Water/605,5,0.5786700157352505,1.647791438275125,3.2471031950162325e-05,2.2629601369548115e-05,4.9147128935664156e-05,0.4604460496394672,4,0.16666666666666666,0.47442262170089755,True,WEAK,True,5.692453288475008e-06,0.15,-4.558924197490504e-06,True,-1.4271615693672857e-05,0.2,1.5709813661017458e-06,True,7.118157509466983e-06,0.31,-1.3213524852663848e-05,True,-1.3872980666936502e-05,0.52,-9.176242252174736e-07,Khong_du
P019,258,Low/258,5,0.5579524347618208,1.9354891983678368,3.3244054941297804e-05,2.0784796617924257e-05,5.315297904108782e-05,0.39103728507591995,4,0.3333333333333333,0.509157165944179,True,GOOD,True,6.355558386417216e-06,0.13,-2.2007681545842063e-06,True,-1.940156159179196e-05,0.14,-6.951217180237926e-06,True,9.359907839723293e-06,0.23,-1.9256758668881534e-06,True,-8.317970564538274e-06,0.45,1.1306709193070398e-06,Khong_du
P019,453,MedLow/453,5,0.5300240984713926,2.532608283817319,2.725552509919062e-05,2.7916616252576978e-05,5.7339895106066356e-05,0.4868620042108082,4,0.8333333333333334,0.6390166585217599,True,GOOD,True,1.1952873080645075e-05,0.12,5.451643020748518e-06,True,-8.831728508340574e-06,0.19,4.4698946370855005e-06,True,1.0663402201771533e-05,0.25,1.2596367868356908e-06,True,-1.0409817482089542e-05,0.54,-2.0077446135152813e-06,Vua_phai
P019,189,Medium/189,5,0.6315308303063322,1.6152836275722797,3.558407569568052e-05,2.6961410965806563e-05,5.103631256035129e-05,0.528278976540953,3,0.6666666666666666,0.5214151590994324,True,GOOD,False,1.1058872587454968e-06,0.11,-1.0595083677879456e-05,True,-2.0858196042183866e-05,0.18,-8.530049555717638e-06,True,1.8789667918639453e-05,0.27,6.790312851078483e-07,True,-1.557387638300156e-05,0.5,-8.48543423969663e-06,Qua_nhieu
P019,762,MedHigh/762,5,0.7223101019751998,1.240896336587412,3.983987676345285e-05,2.0534793140177068e-05,5.53721280926934e-05,0.37085071221755567,3,0.6666666666666666,0.5171729785809166,True,GOOD,True,5.093969673453103e-06,0.15,-4.176531387350175e-06,True,-2.955127691279813e-05,0.22,-1.2514859541955626e-05,True,2.760417671652249e-05,0.24,9.645153748776965e-06,False,-2.129854116598532e-06,0.43,5.095764187670045e-06,Vua_phai
P019,893,High/893,5,0.7146278813925072,1.4620358387890988,3.85263372775342e-05,2.3977113285327412e-05,5.412883144331073e-05,0.4429638077525968,4,1.0,0.6927746090308204,True,GOOD,True,1.4967376176855395e-05,0.13,5.034758472076207e-06,True,-1.4150687545111395e-05,0.23,-7.179478490204616e-06,True,1.6934652886746447e-05,0.3,1.0695928607244827e-05,True,-4.494871135799864e-06,0.43,2.983897396569365e-06,Qua_nhieu
P020,605,Water/605,5,0.4661248596086414,2.457098127975412,3.7801070612184014e-05,3.553271589593866e-05,7.008591205655905e-05,0.5069879930686199,3,1.0,0.5893678377808665,True,GOOD,True,2.202993136961595e-05,0.09,8.830490192427275e-06,True,-6.569150673385594e-06,0.15,6.567391628209407e-06,True,3.609332579799229e-05,0.26,1.894296368859089e-05,False,-7.910775972656376e-07,0.54,8.695136119467207e-06,Khong_du
P020,258,Low/258,5,0.2851980610526664,2.684740288952322,4.2734241116223465e-05,3.423849222000251e-05,7.234749606033557e-05,0.4732505488710856,3,0.3333333333333333,0.4050936295863869,False,BAD,True,1.2240516048223073e-05,0.11,-2.8415893540665943e-06,True,-3.164336512782029e-05,0.14,-1.6461825851427582e-05,False,6.927969025127823e-07,0.27,-7.095146896154767e-06,True,-1.4490322852604243e-05,0.42,-1.1629796010729757e-07,Khong_du
P020,453,MedLow/453,5,0.6946906461564516,1.762264303101117,4.452461458493498e-05,3.72827922656651e-05,7.02237928379912e-05,0.5309139646113652,4,0.8333333333333334,0.65604276785889,True,GOOD,True,1.1842507433357241e-05,0.13,4.066027125710596e-06,True,-2.035807536913126e-05,0.16,-7.240629872804695e-06,True,1.868187820264211e-05,0.26,2.7622875690597606e-06,True,-1.5984171290028827e-05,0.4,-2.722808560526974e-06,Vua_phai
