subject_id,condition,condition_label,n_trials,avg_snr,mean_trial_snr,mean_baseline_noise_V,signal_rms_V,noise_floor_V,signal_to_noise_floor_ratio,n_components_detected,morphology_score,quality_score,has_real_pattern,quality_label,P1_detected,P1_peak_amp_V,P1_peak_lat_s,P1_mean_amp_V,N1_detected,N1_peak_amp_V,N1_peak_lat_s,N1_mean_amp_V,P2_detected,P2_peak_amp_V,P2_peak_lat_s,P2_mean_amp_V,N400_detected,N400_peak_amp_V,N400_peak_lat_s,N400_mean_amp_V,jar_group
P020,189,Medium/189,5,0.6481565832827069,1.361852922464355,5.3984201930634625e-05,3.066783905423913e-05,7.129577608129844e-05,0.4301494526024746,3,0.16666666666666666,0.3904409242187445,False,BAD,True,5.215535369984537e-06,0.14,-3.5283039315357552e-06,False,-3.843822402416209e-06,0.2,8.944806050692477e-06,True,1.994834672132129e-05,0.23,-2.2658888286085897e-06,True,-8.990863382981237e-06,0.55,1.6998766369511934e-06,Qua_nhieu
P020,762,MedHigh/762,5,0.6191335162820606,1.5784930561189114,4.665209480892086e-05,4.0262933273252714e-05,6.126916806676572e-05,0.6571483593408308,3,0.6666666666666666,0.5300472533074007,True,GOOD,False,2.4932948008427047e-06,0.15,-2.7126925952001914e-06,True,-1.5476722541052365e-05,0.21,3.8427576020632674e-06,True,3.530742051225388e-05,0.26,9.350032900757609e-06,True,-9.255825261789143e-06,0.47,3.89899115284487e-06,Qua_nhieu
P020,893,High/893,5,0.47172946225964063,2.1494175230602743,3.4833753612054186e-05,1.9617172459650932e-05,7.012864975306993e-05,0.27973121582584265,4,0.6666666666666666,0.5769572963752415,True,GOOD,True,1.6372686594934294e-05,0.1,1.0372959690028795e-05,True,-1.4854965468202864e-05,0.14,-6.191987830432442e-07,True,7.155776586387219e-06,0.28,2.1073187959621877e-06,True,-6.946743116505635e-06,0.53,1.6487182893936987e-06,Qua_nhieu
P021,605,Water/605,5,0.8037428292208628,1.1909143792269554,5.0109202246046934e-05,2.781338541870701e-05,5.9388305070201924e-05,0.46833101880629985,4,0.5,0.5771033955122109,True,GOOD,True,1.5174808944351525e-05,0.15,8.643585379226287e-06,True,-1.4620109618590503e-05,0.19,4.8030855582097e-07,True,8.330742946327519e-06,0.24,-4.78317249788828e-06,True,-2.1559767100143292e-05,0.49,-3.2781355255139487e-06,Khong_du
P021,258,Low/258,5,0.8519601879502922,1.5521818266880818,3.964650682603629e-05,2.8022052176072267e-05,5.849609052549634e-05,0.4790414525883309,1,0.3333333333333333,0.27775812460664917,False,BAD,False,3.0186080799410343e-07,0.13,-6.012910309698733e-06,False,-1.2181980764580647e-06,0.21,4.324540432130354e-06,False,3.3034083344318788e-06,0.27,-6.339373751219368e-06,True,-1.847671082562859e-05,0.55,-7.934621410534587e-06,Khong_du
P021,453,MedLow/453,5,0.911151374264803,1.4762083654372726,4.3899509748493234e-05,2.833497064423918e-05,5.838049248857076e-05,0.4853499762748038,4,0.6666666666666666,0.6289971960760106,True,GOOD,True,2.0812676685366686e-05,0.15,3.816843203198671e-06,True,-2.6134565472091255e-05,0.15,-7.823578058463455e-06,True,8.485361672683213e-06,0.25,-6.480184976982609e-06,True,-1.9326817744058646e-05,0.54,-7.967609062492762e-06,Khong_du
P021,189,Medium/189,5,0.8408703261640778,1.3067602644846754,4.9453804387314016e-05,2.923884325594606e-05,5.8894687256154305e-05,0.4964597762235455,4,0.3333333333333333,0.540640343730439,True,GOOD,True,1.0419335103506455e-05,0.13,4.450187017925243e-06,True,-2.567016870216321e-05,0.15,-9.205909868209068e-06,True,1.4869800975247928e-05,0.27,-5.7256691429385084e-06,True,-1.666630287218141e-05,0.4,1.3339111689951158e-06,Qua_nhieu
P021,762,MedHigh/762,5,0.6521156889366704,1.3206406183780668,4.53197936865584e-05,2.5319163603490126e-05,6.26895703630634e-05,0.4038815939693876,3,0.6666666666666666,0.5138007602924265,True,GOOD,True,5.421634551083798e-06,0.1,-2.4274484645608094e-06,False,-3.5221425093823207e-06,0.2,4.173861024344997e-06,True,2.0296677308806466e-05,0.25,6.887710458350135e-06,True,-1.4332560658658625e-05,0.44,-1.3398930491461222e-06,Qua_nhieu
P021,893,High/893,5,0.5611968607624334,1.2657387153861948,5.2197629916658814e-05,2.5609644100725844e-05,6.500981194285568e-05,0.3939350589605919,4,1.0,0.6763115344855805,True,GOOD,True,1.7565691393883753e-05,0.13,9.247478981474647e-06,True,-2.551695485522032e-05,0.16,-1.064779186156722e-05,True,2.4488847338943744e-05,0.29,1.1512915894912752e-05,True,-1.3766782467428128e-05,0.47,3.0661917913037197e-06,Qua_nhieu
P023,605,Water/605,5,0.6722929706412267,1.9825816349572059,3.9743654221332655e-05,3.7431742788972557e-05,6.71974290453306e-05,0.5570412934060549,4,0.6666666666666666,0.614469177892223,True,GOOD,True,1.759847946232185e-05,0.13,3.955092292987469e-06,True,-1.8949210880236932e-05,0.19,-6.279425417429511e-06,True,9.436957952857483e-06,0.23,-9.080330390914401e-07,True,-1.4313770107795183e-05,0.44,-5.9894768503071076e-06,Khong_du
P023,258,Low/258,5,0.3336827203533024,1.910481458039883,4.2332287860480956e-05,2.3815126667669516e-05,7.239928884295317e-05,0.32894144470574466,3,0.8333333333333334,0.5233108350490394,True,GOOD,True,1.1035024726879783e-05,0.1,8.808195879339562e-07,False,-4.273847844160628e-06,0.17,7.4673218155009045e-06,True,2.1017436402814837e-05,0.29,4.5414480978295685e-06,True,-8.321511609210575e-06,0.51,8.161846080697043e-07,Khong_du
P023,453,MedLow/453,5,0.8578846644711521,1.7246180751630409,4.740961532102396e-05,4.97949055131279e-05,6.564184494258606e-05,0.758584795364622,3,0.5,0.515884248358276,True,GOOD,True,1.3586130432940991e-05,0.11,3.4747316279646973e-06,False,-4.502747856349746e-06,0.19,5.824978111428954e-06,True,2.3896904508546868e-05,0.28,6.86672219387674e-06,True,-1.0443236283208536e-05,0.36,6.8746821111311694e-06,Khong_du
P023,189,Medium/189,5,0.28132058010922506,1.8794187385771715,4.265921067653279e-05,2.273795623099308e-05,7.303409113194291e-05,0.3113334591911993,4,1.0,0.6467933911151087,True,GOOD,True,1.26622635775675e-05,0.12,8.034333994747352e-06,True,-1.7651986684086297e-05,0.14,5.3626293909561895e-06,True,1.9919685053082502e-05,0.28,1.074157021037081e-05,True,-5.928519216998515e-06,0.46,2.7207533560970527e-06,Vua_phai
P023,762,MedHigh/762,5,0.45724639706068393,1.5920871222230324,4.2345754228091205e-05,2.9378417258114097e-05,6.706353024330062e-05,0.43806845764802077,3,0.5,0.45845900074532514,True,WEAK,False,9.448244412624268e-07,0.1,-4.187465724316195e-06,True,-1.1858430299227508e-05,0.14,5.889818280606232e-07,True,2.2201555501055734e-05,0.29,9.097233577703125e-06,True,-7.854759504274019e-06,0.43,6.731082057767492e-06,Vua_phai
P023,893,High/893,5,0.40194064116912986,2.001726574573884,4.031012185661491e-05,2.67654145346e-05,7.403707948471267e-05,0.3615136458769498,4,0.5,0.5356085768715321,True,GOOD,True,9.08592506050354e-06,0.09,8.38787796096442e-07,True,-1.2061134566465625e-05,0.16,-5.912126981270784e-07,True,8.618682704764069e-06,0.33,-1.1262057436694633e-05,True,-2.0518162305431057e-05,0.4,-4.058053554915083e-06,Qua_nhieu
P024,605,Water/605,5,0.4540427663670712,1.3296876632339076,4.899546196031604e-05,2.5104906921148937e-05,6.253491634346464e-05,0.4014542337158269,4,0.16666666666666666,0.4596126313926096,True,WEAK,True,6.8609207175995845e-06,0.09,-5.629206132847944e-06,True,-2.0935958355039477e-05,0.2,1.3576579381048182e-06,True,1.2493158851611953e-05,0.25,-5.567554213624904e-07,True,-7.855284934521476e-06,0.36,4.50279655382331e-06,Khong_du
P024,258,Low/258,5,0.8180902001865746,1.839223481644503,4.180730189449727e-05,4.486833165992646e-05,5.8925002452445306e-05,0.7614481084856448,3,0.3333333333333333,0.47111612481863785,False,BAD,True,1.528117877569457e-05,0.13,-1.5837356142713347e-07,True,-2.4038369896572935e-05,0.23,-1.3652262808314864e-05,False,2.726362356497703e-06,0.23,-1.140675325447004e-05,True,-9.643971566219987e-06,0.48,-6.055386436509298e-07,Khong_du
P024,453,MedLow/453,5,0.47119303904727744,1.5835905099055854,4.697468679654963e-05,3.2280292107879656e-05,6.719199200033992e-05,0.4804187395979621,2,0.16666666666666666,0.29196415872378695,False,BAD,False,-2.2580820541406866e-06,0.14,-6.647603830296182e-06,True,-1.5853281308864097e-05,0.19,2.0930154156737696e-06,False,-3.962064738516245e-08,0.27,-1.619860671080613e-05,True,-3.237251806164447e-05,0.51,-1.3040876240301448e-05,Vua_phai
P024,189,Medium/189,5,0.6755053705224546,1.4313255001240925,4.360847754168929e-05,2.8820790700712962e-05,5.583689244826898e-05,0.5161603634624629,3,0.3333333333333333,0.4408374748032225,False,BAD,False,3.5652580336886786e-06,0.1,-9.369831400566197e-06,True,-1.9615584301391208e-05,0.19,-5.763738460026505e-06,True,1.490750760240189e-05,0.33,-1.6145517417516421e-06,True,-1.5047417900859729e-05,0.52,-9.649633764549245e-07,Vua_phai
P024,762,MedHigh/762,5,0.5202274058313862,1.347858956198656,4.246708003573246e-05,2.6788836148211052e-05,5.6650939220470984e-05,0.4728754106609909,4,0.8333333333333334,0.6371512729521898,True,GOOD,True,1.7748588100374717e-05,0.1,6.058770434996015e-06,True,-1.4770665438845754e-05,0.23,7.2501509396002716e-06,True,3.043776794839914e-05,0.23,1.1195317091177844e-05,True,-3.513852012678361e-06,0.5,5.585713025753974e-06,Vua_phai
P024,893,High/893,5,0.5620980693060554,1.321397139425807,4.68175491606609e-05,2.6758283384894534e-05,5.7462545019825223e-05,0.4656647799999569,3,0.6666666666666666,0.510933030942168,True,GOOD,False,-3.044066386337363e-06,0.11,-1.061985529174438e-05,True,-3.284983203002412e-05,0.18,-9.25671113430388e-06,True,1.2529996149623912e-05,0.23,7.527382740167246e-07,True,-1.1963034017981044e-05,0.51,-1.8512542179033221e-06,Qua_nhieu
P025,605,Water/605,5,0.32948439436234633,2.0161281154018935,2.8979313630283502e-05,2.2212736017998698e-05,6.165694033501911e-05,0.3602633523055732,3,0.5,0.4419767842864468,True,WEAK,False,-3.177056004233237e-06,0.13,-7.467155831112189e-06,True,-1.5163704003384738e-05,0.15,-1.2075136149162933e-06,True,1.221877581656372e-05,0.23,4.3171636472895725e-06,True,-4.36275233444879e-06,0.37,3.891278415286551e-06,Khong_du
P025,258,Low/258,5,0.5068448829786483,1.7397900273076163,3.983858182099662e-05,2.8106621535361266e-05,6.92212607762769e-05,0.4060403006267375,4,0.8333333333333334,0.6310234294618927,True,GOOD,True,6.152588696295425e-06,0.15,-5.088859843941203e-06,True,-2.62692942214926e-05,0.17,-5.195500961525051e-06,True,2.7175439667104227e-05,0.27,8.146013907314946e-06,True,-1.0570623334160703e-05,0.53,3.634948974881547e-06,Khong_du
P025,453,MedLow/453,5,0.520857451352706,1.4462812065216137,4.347219363455726e-05,2.7060378439312516e-05,6.87463615943568e-05,0.39362633616865955,4,0.6666666666666666,0.5895934294920415,True,GOOD,True,1.580097636804112e-05,0.15,7.615660548663882e-07,True,-3.0036061980354136e-05,0.24,-1.0034615250214591e-05,True,1.3969877909403295e-05,0.33,5.087528843170311e-06,True,-4.9487611020045576e-06,0.51,7.313689723531524e-06,Khong_du
P025,189,Medium/189,5,0.3549815993613772,2.556313322659056,3.7317530011880184e-05,3.8135608253872095e-05,6.648654716529346e-05,0.5735838283053328,2,0.5,0.37260058706968135,False,BAD,False,-5.435655157270958e-06,0.1,-1.0437812017422793e-05,False,-2.1656905119016287e-06,0.15,1.16132091338014e-05,True,9.699965113441066e-06,0.26,-4.01027657386084e-06,True,-1.8969300393697117e-05,0.4,-8.453028606737237e-06,Vua_phai
P025,762,MedHigh/762,5,0.5094216919979635,1.5908307317331556,4.111952683497754e-05,2.8519686380438207e-05,6.85541598735341e-05,0.41601686072807476,2,0.16666666666666666,0.2903197388877692,False,BAD,False,-6.393778534174994e-07,0.1,-9.045349193570473e-06,True,-1.568895957655414e-05,0.2,1.8319361827016812e-06,False,-4.783275242914442e-06,0.32,-1.4680434856318724e-05,True,-1.4051847407851406e-05,0.5,-5.691522664291296e-06,Vua_phai
P025,893,High/893,5,0.40260669514841385,1.7475339788119961,4.666322138424473e-05,2.938891404564932e-05,7.470847104437583e-05,0.39338128106239384,3,0.5,0.450554154008714,True,WEAK,True,2.233615045810211e-05,0.1,1.606301221386275e-05,True,-2.6388169088420456e-05,0.17,-9.218019039797746e-07,True,1.7600382307136897e-05,0.35,3.868045528321318e-06,False,2.016653079787526e-06,0.39,1.2436530631378317e-05,Qua_nhieu
P026,605,Water/605,5,0.5039470080282237,1.78885020698212,3.911166680653464e-05,2.680546287758876e-05,6.759546967544065e-05,0.3965570918627398,3,0.5,0.45923736589205744,True,WEAK,True,2.1881046450289432e-05,0.11,1.0822776988358589e-05,True,-1.4696521242285597e-05,0.2,-2.391065041703913e-06,True,2.230351317393797e-05,0.28,7.9709956321057e-06,False,1.0044332915034222e-06,0.5,1.1641788284863641e-05,Khong_du
P026,258,Low/258,5,0.5304348141960754,1.6944398894963204,2.9760387593753974e-05,2.081669791795388e-05,5.1233803873664794e-05,0.40630787378748745,4,0.3333333333333333,0.5080093250504012,True,GOOD,True,6.724617367126483e-06,0.15,-5.380222514799511e-06,True,-1.0971517727398349e-05,0.23,-3.222140133277404e-06,True,6.6041533898442145e-06,0.24,-5.488931628532939e-06,True,-2.530279985724822e-05,0.44,-1.1272055171887609e-05,Khong_du
P026,453,MedLow/453,5,0.5658819781832188,1.4028635448777087,4.624803100795392e-05,2.9850193591471254e-05,6.548171812804251e-05,0.4558553813921374,4,0.8333333333333334,0.6396793184530118,True,GOOD,True,7.003669520599943e-06,0.12,-2.0878867173580933e-06,True,-1.3080558026246081e-05,0.24,-2.4066842127271313e-06,True,1.0834767090273092e-05,0.3,2.6523508577287636e-06,True,-1.1926079241675324e-05,0.53,-1.8124817399399801e-06,Khong_du
P026,189,Medium/189,5,0.38804456635785134,1.750461974178063,3.710511239832173e-05,2.2973368093790496e-05,6.133479293477243e-05,0.37455687048983655,3,0.6666666666666666,0.489595479149892,True,WEAK,False,-8.803451714811672e-06,0.15,-1.6104138611997396e-05,True,-1.1015480288278924e-05,0.2,-8.917222005002466e-07,True,1.4208789480107953e-05,0.32,4.022485442498272e-06,True,-8.214226746379912e-06,0.42,4.684580381485322e-07,Vua_phai
P026,762,MedHigh/762,5,0.6425156231152238,1.5262264871104418,3.4534944912351263e-05,2.447771526450854e-05,5.2638510355326576e-05,0.4650153490149366,3,0.3333333333333333,0.43425245310238886,False,BAD,True,1.4393015379710051e-05,0.15,-3.167457448073802e-08,True,-1.704553471881809e-05,0.23,-9.880304921110068e-06,False,3.5876101719622963e-06,0.31,-4.502756187568363e-06,True,-9.503710968298644e-06,0.49,-3.880760239422582e-06,Qua_nhieu
P026,893,High/893,5,0.38705002396000554,1.4434455846231649,4.652589249746955e-05,2.4094026064802362e-05,6.991752677558438e-05,0.34460638377752434,4,0.0,0.4080996474466481,True,WEAK,True,7.345905237343687e-06,0.15,-2.0769595644359073e-06,True,-1.4154434506963298e-05,0.2,3.6997619068915558e-06,True,1.6093485351120764e-05,0.34,-4.772654873291388e-06,True,-9.212496985355756e-06,0.35,2.853587160565158e-06,Qua_nhieu
P027,605,Water/605,5,0.7548214186877493,1.1963110340754097,3.7629051520796156e-05,1.9733674024895246e-05,5.010974384564891e-05,0.39380911795678125,4,0.3333333333333333,0.5257708020707377,True,GOOD,True,1.2663100653753646e-05,0.11,1.987854319348717e-06,True,-1.290414155050712e-05,0.17,1.726657567196023e-06,True,8.931276434864799e-06,0.35,-7.576253897886211e-07,True,-4.317031365038322e-06,0.54,2.3925006559857192e-06,Khong_du
P027,258,Low/258,5,0.5499063576516727,1.6190844809631166,3.134586649321995e-05,1.9687504786155028e-05,5.0354791157326744e-05,0.3909758005875564,3,0.16666666666666666,0.3793153815150394,False,BAD,True,4.9152552804798685e-06,0.09,-7.455919285145487e-07,True,-1.2534212177683913e-05,0.18,-1.6720200519318693e-06,True,4.31665932865144e-06,0.32,-3.924758243173825e-06,False,-2.212299462674613e-06,0.35,1.5639589848761817e-06,Khong_du
P027,453,MedLow/453,5,0.5445759194813309,1.771946944346991,3.379906405643422e-05,2.978594406931497e-05,5.1107606547010735e-05,0.582808432672673,2,0.3333333333333333,0.347425292407228,False,BAD,True,1.3133370816831301e-05,0.13,4.992610406530572e-06,False,3.429859009429493e-06,0.15,1.4095716229757148e-05,False,8.345381189656116e-07,0.25,-1.1436582899084264e-05,True,-1.7805258877009086e-05,0.45,-7.862180717756205e-06,Khong_du
P027,189,Medium/189,5,0.505035939083728,1.330987513194661,4.819405723152715e-05,2.371998146791754e-05,6.046313451477612e-05,0.39230485912239293,2,0.6666666666666666,0.41317585935782347,False,BAD,False,-2.2870011378017807e-06,0.15,-9.182238700589096e-06,False,-4.123097460251302e-06,0.18,5.785317847798151e-06,True,1.7858045384855356e-05,0.35,3.616274937292893e-06,True,-1.7102825601493048e-05,0.37,-5.193395577227045e-06,Vua_phai
P027,762,MedHigh/762,5,1.0058596137802303,1.720455718687446,3.4454068673292814e-05,2.5307062303399415e-05,5.936808324124403e-05,0.42627386504232234,3,0.6666666666666666,0.5449588410265267,True,GOOD,True,1.323555230214879e-05,0.11,3.1498717070072803e-06,False,1.6753806221458947e-06,0.24,1.2153363421128142e-05,True,1.4714443858565574e-05,0.3,1.0883670949915282e-06,True,-1.7635224344303422e-05,0.4,-4.011330979516341e-06,Vua_phai
P027,893,High/893,5,0.5385826977132193,1.542489345329153,3.2928364946124814e-05,1.8763942323279086e-05,5.4277399941495505e-05,0.3457045168616101,4,0.8333333333333334,0.6291430635740557,True,GOOD,True,7.987892869820712e-06,0.11,1.5343632207580935e-06,True,-7.702266083242649e-06,0.22,5.325750279054505e-06,True,1.3433132136242422e-05,0.24,1.587418449844336e-06,True,-1.1576688743275553e-05,0.5,-2.392808595299274e-06,Vua_phai
P028,605,Water/605,5,0.6134625937375129,1.5689468162426696,4.813001448332589e-05,3.777714839587852e-05,7.469856176292786e-05,0.5057279217205348,3,0.16666666666666666,0.39321814360716617,False,BAD,False,1.255450195003505e-06,0.09,-1.3689981913346725e-05,True,-1.603738489563966e-05,0.18,8.305820440958975e-07,True,1.2084371974196984e-05,0.27,-1.6454702526621424e-06,True,-8.177298165416383e-06,0.37,6.835594511502204e-07,Khong_du
P028,258,Low/258,5,0.4755600571304592,1.7651515321238762,4.352675227396612e-05,3.240882281378256e-05,8.998378946607798e-05,0.3601629027414989,4,0.8333333333333334,0.6249755557998173,True,GOOD,True,2.3504114381012187e-05,0.14,1.1664071593066515e-05,True,-2.4804094397268273e-05,0.21,-5.797731042084758e-06,True,1.7035050564118138e-05,0.33,2.239995078804433e-06,True,-1.5058512362505401e-05,0.54,-4.903573736256934e-06,Khong_du
P028,453,MedLow/453,5,0.7656223803757769,1.5214279051164956,3.984569710839028e-05,3.092690497483988e-05,7.077661359935801e-05,0.4369650284471989,4,0.5,0.5715742421648546,True,GOOD,True,1.782728471653172e-05,0.13,4.0106458393600925e-06,True,-7.821362009963195e-06,0.16,-1.8932591891805053e-06,True,2.0963744839264108e-05,0.26,4.596087570427278e-07,True,-9.43481911311513e-06,0.45,9.53527814494414e-07,Vua_phai
P028,189,Medium/189,5,0.30524581505975895,1.915522072960944,4.5461195047423326e-05,2.8395309818718896e-05,8.794125284765643e-05,0.32288953021750827,1,0.16666666666666666,0.1788205326879597,False,BAD,False,2.7336209392103668e-06,0.09,-8.856800160548874e-06,False,4.172654098510976e-06,0.2,1.2772121021178214e-05,False,-4.518043067491816e-06,0.26,-1.6878475031380554e-05,True,-1.83811733222683e-05,0.54,-6.006445723795109e-06,Khong_du
P028,762,MedHigh/762,5,0.6193773522838635,1.4545125083865005,5.032734857060156e-05,3.081139637961932e-05,7.196786980375253e-05,0.4281271137194721,3,0.3333333333333333,0.4295576462192823,False,BAD,True,1.1064079129141646e-05,0.14,-4.398239653369274e-06,False,9.556738081073491e-06,0.17,1.8515220955782718e-05,True,3.051975299968035e-05,0.35,8.336750906432995e-07,True,-7.369316002344323e-06,0.53,5.836849392051385e-06,Vua_phai
P028,893,High/893,5,0.7949449064334433,1.2290531530844668,5.4699662047173627e-05,3.790829677152494e-05,6.26880255619763e-05,0.6047135227452176,2,0.3333333333333333,0.3699322564086783,False,BAD,False,2.8127926441356976e-06,0.09,-1.371551777741128e-05,True,-1.8203586898835058e-05,0.21,-4.782008668424709e-06,False,4.28379059371764e-06,0.32,-4.094271207468235e-06,True,-1.0417556601775382e-05,0.5,-2.6056544036920465e-07,Vua_phai
P029,605,Water/605,5,0.35080217195816726,1.8220646956013424,4.9091053195862145e-05,3.112020146223672e-05,8.794080899495256e-05,0.3538766793016754,4,0.3333333333333333,0.4891075986108062,True,WEAK,True,2.030699383794854e-05,0.15,1.43657334539122e-05,True,-2.049799995802459e-05,0.17,-2.8695430240139274e-06,True,1.1628899937932146e-05,0.27,-2.8545774435442608e-06,True,-4.7765869264064025e-06,0.39,3.944139832439096e-06,Khong_du
P029,258,Low/258,5,0.5827572904151714,1.605120648456888,4.497123816624297e-05,3.518082588097945e-05,6.949914342471102e-05,0.5062051724290835,2,0.5,0.38652849546677887,False,BAD,False,1.7372724641973031e-06,0.09,-1.3464567092772281e-05,False,-1.5918600411168884e-06,0.24,4.624531054663418e-06,True,9.77889966549128e-06,0.31,-1.0049680040516217e-05,True,-3.564155890577089e-05,0.44,-2.1117730009366136e-05,Khong_du
P029,453,MedLow/453,5,0.4029938881519537,2.0849835828035355,3.2144255750345404e-05,3.1810726051299786e-05,6.947861895692115e-05,0.45784914163339085,2,0.5,0.3679215096351671,False,BAD,False,-4.292783359005625e-06,0.09,-1.394119988792194e-05,True,-1.3223020425812138e-05,0.21,1.2184402219294166e-06,False,2.869083442291753e-06,0.26,-9.541777751482963e-06,True,-2.1331040657438885e-05,0.39,-1.1954119020580427e-05,Vua_phai
P029,189,Medium/189,5,0.5212631766243567,1.79372021379394,4.486070312762308e-05,3.1428049407988576e-05,8.123299615274585e-05,0.3868877290810877,3,0.5,0.45995517773311123,True,WEAK,True,7.190160044956428e-06,0.14,-1.0503648738741893e-05,False,-3.5936116177026633e-06,0.23,1.0561263930669077e-05,True,1.1417134628288748e-05,0.26,-5.329833008907223e-06,True,-3.072543339991777e-05,0.4,-1.8149861933832002e-05,Qua_nhieu
P029,762,MedHigh/762,5,0.36495944769846755,1.8567730670051747,4.33289282282152e-05,2.930408422883618e-05,7.652240548063636e-05,0.38294776601411784,2,0.5,0.3591343697592645,False,BAD,False,1.3294625887283466e-06,0.14,-1.101110490091222e-05,False,-4.17262274083896e-06,0.22,4.8300594860444865e-06,True,8.633396282675677e-06,0.28,-6.922185176650741e-06,True,-2.3646649729395598e-05,0.54,-9.772402067208231e-06,Qua_nhieu
P029,893,High/893,5,0.5252570631651579,1.4253531480469699,5.307976119819875e-05,3.748980028730852e-05,7.236025652311833e-05,0.5180993281212447,3,0.6666666666666666,0.5117955382061897,True,GOOD,True,1.2309635022234033e-05,0.15,-1.0542931201079224e-08,True,-3.212223864466068e-05,0.23,-7.039995330418688e-06,True,4.6902923651259704e-05,0.25,1.8206858917306607e-05,False,-1.3405484385960637e-06,0.43,1.1917591466372969e-05,Vua_phai
P030,605,Water/605,5,0.5173753973835098,1.55572080507042,3.9147369088493956e-05,2.4425188038823083e-05,6.0029419448531935e-05,0.40688696081368514,3,0.6666666666666666,0.5027978051763188,True,GOOD,False,-6.002024872486799e-06,0.09,-1.2704651410595194e-05,True,-1.6047947588049284e-05,0.16,-3.801879041437867e-06,True,2.2161980666624007e-05,0.26,7.603786459552661e-07,True,-1.3756252250611092e-05,0.38,-4.616370444559826e-06,Khong_du
P030,258,Low/258,5,0.6768263987141709,1.4759761882513527,4.432394613903993e-05,2.735871933070944e-05,6.796228882056012e-05,0.40255735652082414,3,0.6666666666666666,0.5157606682985759,True,GOOD,True,1.4388592467184937e-05,0.11,4.759615461783337e-06,True,-9.829536969618859e-06,0.18,8.075220008084794e-06,True,2.258609617911134e-05,0.24,1.051591055680927e-05,False,1.2426076447506306e-06,0.43,7.655646612291285e-06,Vua_phai
P030,453,MedLow/453,5,0.5356176404300568,1.1683063341240605,5.001832480853342e-05,2.4911274909795153e-05,6.699368926266838e-05,0.37184509741093974,3,0.8333333333333334,0.5433565190083252,True,GOOD,True,1.4088022203395667e-05,0.11,5.860742441906755e-06,True,-1.694839696710915e-05,0.22,2.875971689064727e-06,True,2.0663951687538425e-05,0.33,1.2815672539654943e-05,False,-1.1263121943253887e-06,0.44,7.83272632083543e-06,Khong_du
P030,189,Medium/189,5,0.5645350681934067,1.4911071237816316,4.259222112857453e-05,3.350832880371112e-05,6.149983259620799e-05,0.5448523579522264,4,0.8333333333333334,0.6462418491958675,True,GOOD,True,1.9520754420909725e-05,0.14,1.0114647051295834e-05,True,-1.3755588184949376e-05,0.24,-1.5085398292636788e-06,True,1.9317175662081355e-05,0.26,6.7146836904350075e-06,True,-1.2911234663685414e-05,0.49,2.4167525629262318e-06,Khong_du
P030,762,MedHigh/762,5,0.628463787146197,1.2704833113549259,4.123180802125145e-05,2.5590670980435795e-05,6.310519507788726e-05,0.40552399764949054,3,0.5,0.47028628208589485,True,WEAK,True,2.002385266166584e-05,0.13,9.173991707151732e-06,True,-1.4428893864248949e-05,0.18,1.1871551204866262e-06,True,1.627783080948575e-05,0.24,7.651694356962498e-06,False,3.7627744025788465e-06,0.52,1.3702840588391403e-05,Qua_nhieu
P030,893,High/893,5,0.4099143866791226,1.7104590984082175,3.9375182058180734e-05,3.008759302262512e-05,7.192703332806404e-05,0.4183071597766807,3,0.0,0.32803256920651125,False,BAD,False,4.445643534722876e-06,0.13,-2.0237214079494537e-06,True,-5.874794690896578e-06,0.2,2.559522600878691e-06,True,2.0424805990160165e-05,0.32,-3.4892134738566515e-06,True,-1.2916106801223277e-05,0.52,7.155354668648379e-07,Qua_nhieu
