subject_id,epoch_ix,condition,condition_label,repeat,baseline_rms_V,snr_0_1s,poststimulus_rms_V
P010,9,893,High/893,5,5.4257892789149595e-05,1.340873516368685,7.275297149494212e-05
P010,10,189,Medium/189,1,5.6420676035649666e-05,1.251411973930419,7.060550956826102e-05
P010,11,189,Medium/189,2,5.698390978507868e-05,1.2507126134893722,7.127049473413835e-05
P010,12,189,Medium/189,3,6.217371441455032e-05,1.391997708039832,8.654566796537711e-05
P010,13,189,Medium/189,4,3.012858246533672e-05,2.9762256427121017,8.966945971190134e-05
P010,14,189,Medium/189,5,6.77426497106786e-05,1.0816706782495953,7.327523785897447e-05
P010,15,605,Water/605,1,5.5671948255064994e-05,1.551229660360801,8.635997738332856e-05
P010,16,605,Water/605,2,2.8112770175452383e-05,3.339226119354329,9.387489645727597e-05
P010,17,605,Water/605,3,5.410848053127675e-05,1.3126320398276947,7.102452517174689e-05
P010,18,605,Water/605,4,4.337415637315545e-05,1.9189061887071501,8.323093709439965e-05
P010,19,605,Water/605,5,4.920591724475142e-05,1.5481097294477857,7.617615923300228e-05
P010,20,453,MedLow/453,1,6.042418660545436e-05,1.1867531421507629,7.1708593315927e-05
P010,21,453,MedLow/453,2,4.908100329608234e-05,1.5857795791411564,7.783165275068717e-05
P010,22,453,MedLow/453,3,5.766495626358633e-05,1.1985730784289204,6.911566414631571e-05
P010,23,453,MedLow/453,4,5.508806434089833e-05,1.2758102748788316,7.028191850930427e-05
P010,24,453,MedLow/453,5,4.310026686954332e-05,1.617954688559735,6.973427885975341e-05
P010,25,258,Low/258,1,3.917963745800529e-05,1.2760277598643455,4.999430501783569e-05
P010,26,258,Low/258,2,5.729513072985826e-05,0.9766255511161219,5.595588862531808e-05
P010,27,258,Low/258,3,4.2779380140284605e-05,2.0089530526023163,8.594176632125967e-05
P010,28,258,Low/258,4,2.905025339309948e-05,2.3131905092868976,6.71987704412972e-05
P010,29,258,Low/258,5,1.4046322226799343e-05,6.900723790262332,9.69297899561648e-05
P011,0,893,High/893,1,5.008202242819262e-05,0.9460043054757163,4.737780884400161e-05
P011,1,893,High/893,2,3.963374282842126e-05,1.495494982018484,5.927206351851508e-05
P011,2,893,High/893,3,5.3460214099415266e-05,1.1635077025154021,6.220137088279215e-05
P011,3,893,High/893,4,4.953987497906336e-05,1.1546150105265676,5.7199483270436085e-05
P011,4,893,High/893,5,4.386336509368293e-05,1.4440461627394428,6.334072404837205e-05
P011,5,605,Water/605,1,5.186319017375566e-05,1.3223695758015448,6.858230478978411e-05
P011,6,605,Water/605,2,5.0477644209527226e-05,1.1878461893333265,5.995967732081038e-05
P011,7,605,Water/605,3,5.51227139050811e-05,1.1776381383475427,6.491461018384392e-05
P011,8,605,Water/605,4,4.39690859555751e-05,1.490449287278414,6.553369282477024e-05
P011,9,605,Water/605,5,4.533795796365811e-05,1.3858239077900647,6.283042607641835e-05
P011,10,762,MedHigh/762,1,4.388899500123446e-05,1.3615295307214483,5.9756162767866746e-05
P011,11,762,MedHigh/762,2,5.1197485170297625e-05,1.009561055414361,5.168698716308677e-05
P011,12,762,MedHigh/762,3,6.54316786800999e-05,1.0601190899930844,6.936537165906741e-05
P011,13,762,MedHigh/762,4,5.965949419915773e-05,1.134790558944804,6.770103076862649e-05
P011,14,762,MedHigh/762,5,6.347672858827795e-05,1.0772499565851856,6.838030311589204e-05
P011,15,258,Low/258,1,5.3264332821593334e-05,1.0331015187472787,5.502746313304861e-05
P011,16,258,Low/258,2,5.186814028144777e-05,1.2759275984895517,6.617999166742684e-05
P011,17,258,Low/258,3,5.4719429380904315e-05,1.2057980431126192,6.598058086773358e-05
P011,18,258,Low/258,4,6.058129525471042e-05,0.9562670401132153,5.793189589944671e-05
P011,19,258,Low/258,5,4.901099218155328e-05,1.4325576021797604,7.021106944005696e-05
P011,20,189,Medium/189,1,4.3915498637572756e-05,1.5841034455397933,6.956669270437711e-05
P011,21,189,Medium/189,2,6.299236231491116e-05,1.0789701035660229,6.796687569078813e-05
P011,22,189,Medium/189,3,4.8131732576244753e-05,1.2659950964785236,6.0934537426541484e-05
P011,23,189,Medium/189,4,5.916680446356339e-05,1.2045576949332215,7.126982960119454e-05
P011,24,189,Medium/189,5,4.365714653699977e-05,1.6987173319829314,7.416115148732012e-05
P011,25,453,MedLow/453,1,5.310856428956314e-05,1.0836825437385316,5.7552824043615124e-05
P011,26,453,MedLow/453,2,4.1254403096213155e-05,1.4542242844941355,5.9993154824823236e-05
P011,27,453,MedLow/453,3,4.4309141693212616e-05,1.4483798678597062,6.417646879059229e-05
P011,28,453,MedLow/453,4,4.6053969493640676e-05,1.2699800426214851,5.8487622140422354e-05
P011,29,453,MedLow/453,5,5.9148728599560374e-05,1.2154195096009996,7.189051870800029e-05
P013,0,258,Low/258,1,4.614600107447275e-05,1.1024424400508452,5.0873310023130654e-05
P013,1,258,Low/258,2,6.498997097794977e-05,0.8182064046181178,5.3175210490104105e-05
P013,2,258,Low/258,3,3.918819860366009e-05,1.5864499953334448,6.217011749190269e-05
P013,3,258,Low/258,4,4.3250107601598436e-05,1.3583718127839342,5.874972706588347e-05
P013,4,258,Low/258,5,4.311480599232115e-05,1.191601929500023,5.137568601046903e-05
P013,5,453,MedLow/453,1,5.7468599283862836e-05,1.2082814236400026,6.943824095730264e-05
P013,6,453,MedLow/453,2,4.93334000081747e-05,1.300954757731688,6.418052145571538e-05
P013,7,453,MedLow/453,3,5.786953482333597e-05,1.3515157436884464,7.821158739366539e-05
P013,8,453,MedLow/453,4,2.893234105717376e-05,1.7670878283970386,5.112598772916365e-05
P013,9,453,MedLow/453,5,4.76593537316826e-05,1.487916406484514,7.091313433981949e-05
P013,10,605,Water/605,1,5.132479710493805e-05,1.255686883545544,6.4447874525307e-05
P013,11,605,Water/605,2,4.0643931305715635e-05,1.5856261574170767,6.444608061860553e-05
P013,12,605,Water/605,3,3.93353820290144e-05,1.499046553647949,5.8965568867019505e-05
P013,13,605,Water/605,4,4.427521457997595e-05,1.4268391800914788,6.317361086966717e-05
P013,14,605,Water/605,5,3.961341579319047e-05,1.50186135986364,5.9493858512004835e-05
P013,15,189,Medium/189,1,3.673091424382578e-05,1.5112916912112677,5.5511125507287496e-05
P013,16,189,Medium/189,2,4.60633970108498e-05,1.2039418026286444,5.5457649232441436e-05
P013,17,189,Medium/189,3,3.6531383843974603e-05,1.638426670250519,5.985399359112692e-05
P013,18,189,Medium/189,4,3.598722408680151e-05,1.416626270181856,5.098044703228427e-05
P013,19,189,Medium/189,5,4.701341328362387e-05,0.8646064403736202,4.064809990896791e-05
P013,20,893,High/893,1,4.8330233490109e-05,1.1397384049490862,5.508382322883374e-05
P013,21,893,High/893,2,3.593934371145915e-05,1.6393579722146228,5.891744962954203e-05
P013,22,893,High/893,3,2.389407128082791e-05,2.060067482857603,4.922339927871529e-05
P013,23,893,High/893,4,3.5734843378687885e-05,1.6894255054806269,6.0371355838310805e-05
P013,24,893,High/893,5,4.153960183066306e-05,1.5339002654268352,6.371760627377913e-05
P013,25,762,MedHigh/762,1,5.965188969159575e-05,0.8611321111509715,5.1368157704268725e-05
P013,26,762,MedHigh/762,2,4.1836573536801375e-05,1.250270926727925,5.2307051566977636e-05
P013,27,762,MedHigh/762,3,5.8473539645562964e-05,1.3309170231296819,7.782342931692807e-05
P013,28,762,MedHigh/762,4,3.835370477653553e-05,1.572176483797292,6.029879271617305e-05
P013,29,762,MedHigh/762,5,3.0240886589203815e-05,1.7485315860809736,5.2877145392315404e-05
P014,0,453,MedLow/453,1,5.843672432482144e-05,1.3350009766725814,7.801308404718302e-05
P014,1,453,MedLow/453,2,6.142046710692476e-05,1.1276321002571124,6.925969032255445e-05
P014,2,453,MedLow/453,3,5.994450526708053e-05,1.1031284737922216,6.612649060750433e-05
P014,3,453,MedLow/453,4,3.6050217582564124e-05,1.823262123458675,6.572899626073312e-05
P014,4,453,MedLow/453,5,5.032431054819956e-05,1.3481634610329003,6.78453966827552e-05
P014,5,189,Medium/189,1,4.752656663897711e-05,1.7690077392856978,8.407486420602798e-05
P014,6,189,Medium/189,2,4.737611278980049e-05,1.6397486958395195,7.768491916102134e-05
P014,7,189,Medium/189,3,5.094425265959516e-05,1.3548511377163184,6.902187867596008e-05
P014,8,189,Medium/189,4,3.8744042060520066e-05,1.5562888891123,6.0296922178087e-05
P014,9,189,Medium/189,5,5.277533712059222e-05,1.4431314593022695,7.616174927400946e-05
P014,10,258,Low/258,1,3.629929176462221e-05,1.1886097129297495,4.314569076390082e-05
P014,11,258,Low/258,2,4.4446786434885856e-05,1.0943880301290132,4.8642031052039676e-05
P014,12,258,Low/258,3,3.3115976773177936e-05,2.416378645870409,8.002073911184762e-05
P014,13,258,Low/258,4,4.8791353013364215e-05,1.2779757183454359,6.235416441629989e-05
P014,14,258,Low/258,5,4.513710294044401e-05,1.1840564599193883,5.3444878318679145e-05
P014,15,762,MedHigh/762,1,5.1608562014302004e-05,1.1292605818909416,5.8279514770825435e-05
P014,16,762,MedHigh/762,2,3.057710855164502e-05,2.08907323753194,6.387781915635062e-05
P014,17,762,MedHigh/762,3,5.07312241768988e-05,1.4575600995046054,7.394380815927105e-05
P014,18,762,MedHigh/762,4,6.646373315862419e-05,1.0400843616956765,6.912788947819939e-05
P014,19,762,MedHigh/762,5,5.430595234363188e-05,1.081136721021645,5.8712159248751904e-05
P014,20,605,Water/605,1,4.6386373838939974e-05,1.433226950259357,6.648220111077436e-05
P014,21,605,Water/605,2,6.23516662500315e-05,0.8775400956744522,5.471608716651416e-05
P014,22,605,Water/605,3,4.466202532738474e-05,1.4357637339308664,6.412411624896083e-05
P014,23,605,Water/605,4,6.460534843642149e-05,0.8636429595510673,5.579595432645897e-05
P014,24,605,Water/605,5,3.909204935281997e-05,1.9233175991471843,7.518642650700892e-05
P014,25,893,High/893,1,4.590246611303916e-05,0.714291022734948,3.2787719465939045e-05
P014,26,893,High/893,2,6.139186698084394e-05,0.9793116358722345,6.0121769682260895e-05
P014,27,893,High/893,3,3.467429123120033e-05,1.4405162955974213,4.9948881556834845e-05
P014,28,893,High/893,4,3.099668486174913e-05,1.955828920599491,6.062421269531739e-05
P014,29,893,High/893,5,2.6702463167604425e-05,2.7026610443086643,7.216770699017143e-05
P015,0,189,Medium/189,1,5.368773785906534e-05,1.3877201319421735,7.450355466545898e-05
P015,1,189,Medium/189,2,4.9546682948577746e-05,1.570498045541701,7.781296873381568e-05
P015,2,189,Medium/189,3,5.4260146026943445e-05,1.3080001373712735,7.097227845702739e-05
P015,3,189,Medium/189,4,3.5593136827345755e-05,2.0153166951087176,7.173144287943883e-05
P015,4,189,Medium/189,5,3.4297182165829574e-05,1.6100214045984158,5.521919740439667e-05
P015,5,762,MedHigh/762,1,6.51406431374684e-05,1.0892212062922701,7.095256989684762e-05
P015,6,762,MedHigh/762,2,1.8156090326543513e-05,4.119169358905667,7.478801095062164e-05
P015,7,762,MedHigh/762,3,5.293045708101064e-05,1.1740981891396647,6.214555380914933e-05
P015,8,762,MedHigh/762,4,4.760539238611355e-05,1.558099513198395,7.41739387024221e-05
P015,9,762,MedHigh/762,5,3.470338288136814e-05,1.2826267220796457,4.45114862302041e-05
P015,10,453,MedLow/453,1,3.121797060400489e-05,2.294882129218831,7.164156284960964e-05
P015,11,453,MedLow/453,2,4.593396088934784e-05,1.194905123361618,5.488672520297392e-05
P015,12,453,MedLow/453,3,5.4437624688569015e-05,1.2570819128105633,6.843255337236988e-05
P015,13,453,MedLow/453,4,4.754567109460673e-05,1.374705524678023,6.536129672828008e-05
P015,14,453,MedLow/453,5,2.0866904058359502e-05,2.0322456884724733,4.240667580436986e-05
P015,15,893,High/893,1,4.291955324215477e-05,1.835939593240353,7.87977071214593e-05
P015,16,893,High/893,2,5.020024993205838e-05,1.100241169940832,5.5232381716570085e-05
P015,17,893,High/893,3,2.2699543999289297e-05,1.9201538330043182,4.358661641768551e-05
P015,18,893,High/893,4,5.152703612417748e-05,1.0567576963601504,5.445159199485204e-05
P015,19,893,High/893,5,2.08530044267988e-05,4.385036267341479,9.144118069454515e-05
P015,20,258,Low/258,1,4.771832269651082e-05,1.2626103447043007,6.024964786855258e-05
P015,21,258,Low/258,2,5.357898777619588e-05,1.0432139340112934,5.589434661834832e-05
P015,22,258,Low/258,3,5.4577733590578145e-05,1.0675353160605596,5.826365807848686e-05
P015,23,258,Low/258,4,5.5083449488767524e-05,1.2558809067838383,6.91782524927351e-05
P015,24,258,Low/258,5,5.2331381043484354e-05,1.0083424510598389,5.27679530287334e-05
P015,25,605,Water/605,1,5.184670604101966e-05,1.0953811938818785,5.679190676205492e-05
P015,26,605,Water/605,2,3.269192198416493e-05,2.257816036406908,7.38123457168111e-05
P015,27,605,Water/605,3,6.13248837151578e-05,1.5015158765622134,9.208028652664097e-05
P015,28,605,Water/605,4,2.716323460880392e-05,1.9093288134496778,5.18635465050828e-05
P015,29,605,Water/605,5,1.161061437709112e-05,4.431882738824435,5.145688144497697e-05
P016,0,762,MedHigh/762,1,6.655913855747234e-05,1.1442047317947905,7.615728128164496e-05
P016,1,762,MedHigh/762,2,5.801019133219663e-05,1.4001189671157992,8.122116917022506e-05
P016,2,762,MedHigh/762,3,6.503259934218662e-05,1.1036152185201011,7.177096633395747e-05
P016,3,762,MedHigh/762,4,5.9534448149985305e-05,1.2553759297567748,7.473811319884429e-05
P016,4,762,MedHigh/762,5,5.460546444960953e-05,1.4219166443835565,7.764441877519438e-05
P016,5,893,High/893,1,5.16609999672737e-05,1.2452393963540187,6.433031241429287e-05
P016,6,893,High/893,2,5.319952898105993e-05,1.4578512480631043,7.75569997214075e-05
P016,7,893,High/893,3,4.4471795261225316e-05,1.8541372512736318,8.2456812224852e-05
P016,8,893,High/893,4,5.4839199130222e-05,1.192074921125749,6.537243397775863e-05
P016,9,893,High/893,5,4.426126303079296e-05,1.6845206419455396,7.455901121395173e-05
P016,10,189,Medium/189,1,4.6634505811755274e-05,1.7325473721447835,8.079649049542722e-05
P016,11,189,Medium/189,2,4.97259719984077e-05,1.3752049971857345,6.838340518212818e-05
P016,12,189,Medium/189,3,5.126286947427536e-05,1.5979764351032972,8.191685741566819e-05
P016,13,189,Medium/189,4,4.0484415709141976e-05,1.7329779398327392,7.015859933096104e-05
P016,14,189,Medium/189,5,4.171218614688145e-05,1.7045713164646286,7.110139605300738e-05
P016,15,605,Water/605,1,4.6159092109575355e-05,1.4619056589952362,6.748023796907058e-05
P016,16,605,Water/605,2,4.743801163087541e-05,1.4099884304624724,6.688704756367853e-05
P016,17,605,Water/605,3,3.7582285199124415e-05,1.6147027225169317,6.0684218229433985e-05
P016,18,258,Low/258,1,3.534997314456919e-05,1.6376943922628566,5.789245278550354e-05
P016,19,605,Water/605,4,3.9376243997160696e-05,1.6732121412579668,6.588480953318542e-05
P016,20,605,Water/605,5,4.05911768738814e-05,1.7920769450048575,7.27425122462972e-05
P016,21,453,MedLow/453,1,3.0049872197579307e-05,2.129052636838484,6.397775963891568e-05
P016,22,453,MedLow/453,2,3.573106321279228e-05,1.7817190746859517,6.366271688504151e-05
P016,23,453,MedLow/453,3,3.668019058184396e-05,1.840682341404917,6.751657908336712e-05
P016,24,453,MedLow/453,4,4.7436646363921294e-05,1.4103356165934626,6.690159189878696e-05
P016,25,453,MedLow/453,5,4.427027505518411e-05,1.2718577182496533,5.6305491017971004e-05
P016,26,258,Low/258,2,8.965554495283953e-06,4.48685450805775,4.0227138604402234e-05
P016,27,258,Low/258,3,3.508007535485048e-05,1.4856759993780015,5.211762601107309e-05
P016,28,258,Low/258,4,4.5865937650045066e-05,1.167256149646926,5.353729778133756e-05
P016,29,258,Low/258,5,5.061031999518069e-05,1.21868445425046,6.167801020276794e-05
P017,0,893,High/893,1,5.729771891234358e-05,1.3487246007335103,7.72788430629915e-05
P017,1,893,High/893,2,5.072783251262356e-05,1.4226189728805325,7.216637698556418e-05
P017,2,893,High/893,3,2.567409017088525e-05,2.3688516239766653,6.081811019542487e-05
P017,3,893,High/893,4,4.7944048473911104e-05,1.96328247909429,9.4127710345677e-05
P017,4,893,High/893,5,4.270994029577791e-05,1.9198985980424246,8.199875449633964e-05
P017,5,605,Water/605,1,5.215626515616241e-05,1.4179130659888006,7.395304983809909e-05
P017,6,605,Water/605,2,3.968201492262423e-05,1.3628939908378952,5.408237968238425e-05
P017,7,605,Water/605,3,3.91687038464308e-05,2.2432939318245086,8.78669156561295e-05
P017,8,605,Water/605,4,2.1892194876014163e-05,2.7008388392759435,5.9127290198136834e-05
P017,9,605,Water/605,5,4.887737742293044e-05,1.738350292987863,8.496600336362947e-05
P017,10,762,MedHigh/762,1,5.304559114185778e-05,1.516689628714654,8.045369793389362e-05
P017,11,762,MedHigh/762,2,2.864943776242377e-05,2.4759276269883537,7.093393445366841e-05
P017,12,762,MedHigh/762,3,4.774721238171994e-05,1.513000881618734,7.22415744283792e-05
P017,13,762,MedHigh/762,4,1.1071352427295815e-05,5.221788292046162,5.7812258481970137e-05
P017,14,762,MedHigh/762,5,3.7614938179722904e-05,1.8414169451608111,6.926478455531811e-05
P017,15,258,Low/258,1,2.7636060283991223e-05,2.471431510916814,6.83006302234526e-05
P017,16,258,Low/258,2,2.391153809674369e-05,3.452310205662272,8.255004700447044e-05
P017,17,258,Low/258,3,3.8472202562898686e-05,0.8730106019973938,3.358664071960186e-05
P017,18,258,Low/258,4,4.5657070742915e-05,1.0534644604320558,4.8098101395093154e-05
P017,19,258,Low/258,5,4.318014441800372e-05,1.5133317931128472,6.534588537896928e-05
P017,20,189,Medium/189,1,4.898174808577288e-05,1.6753843617732815,8.206325475522227e-05
P017,21,189,Medium/189,2,1.0223747056458092e-05,1.2098859404682645,1.236956782251245e-05
P017,22,189,Medium/189,3,5.410521751272161e-05,1.4066615473759707,7.610772898755844e-05
P017,23,189,Medium/189,4,4.4063301292988586e-05,1.2169136645866345,5.3621233450235726e-05
P017,24,189,Medium/189,5,3.6009082441231386e-05,2.132577372595686,7.679215442210267e-05
P017,25,453,MedLow/453,1,4.242102999353884e-05,1.7911879949349254,7.598403965720117e-05
P017,26,453,MedLow/453,2,4.92336369673042e-05,1.4831774898096883,7.302222209136771e-05
P017,27,453,MedLow/453,3,5.260699140617719e-05,1.6742833199267346,8.807900822289156e-05
P017,28,453,MedLow/453,4,4.8369647913781184e-05,1.6907984346669918,8.178332497801477e-05
P017,29,453,MedLow/453,5,3.738255338560422e-05,2.5454964336391686,9.515715632338137e-05
P018,0,605,Water/605,1,5.0701787207265846e-05,1.7022684588070498,8.630805316807543e-05
P018,1,605,Water/605,2,5.8612006526281964e-05,1.3930102940274196,8.164712844471308e-05
P018,2,605,Water/605,3,3.540249924494862e-05,2.387685062469713,8.453001862125911e-05
P018,3,605,Water/605,4,4.539111061317458e-05,1.3914305638498496,6.315857863426039e-05
P018,4,605,Water/605,5,4.921724388648767e-05,1.6001974576938913,7.875730854185777e-05
P018,5,258,Low/258,1,5.5191519650844904e-05,1.3227043260287463,7.300206180227311e-05
P018,6,258,Low/258,2,4.614971948735545e-05,1.7233511555562981,7.953217240713304e-05
P018,7,258,Low/258,3,3.608656558600015e-05,2.045999777388197,7.38331051556609e-05
P018,8,258,Low/258,4,4.193910085636281e-05,1.8873317912540986,7.915299834282553e-05
P018,9,258,Low/258,5,3.231114053373933e-05,1.9936180634129237,6.441607341753624e-05
P018,10,893,High/893,1,2.9188806392293075e-05,3.035604372899435,8.860566832415982e-05
P018,11,893,High/893,2,4.260202298515296e-05,1.809228339488047,7.707678730425992e-05
P018,12,893,High/893,3,4.551495103327895e-05,1.6222265611559892,7.383556249589936e-05
P018,13,893,High/893,4,4.492889311330483e-05,1.4650059958941786,6.582109779988023e-05
P018,14,893,High/893,5,3.864666286022655e-05,1.4956197407917533,5.780071188947831e-05
P018,15,453,MedLow/453,1,4.6163082225730976e-05,1.423991704926422,6.573584616327727e-05
P018,16,453,MedLow/453,2,5.012208633222781e-05,1.668114837514508,8.360939589797232e-05
P018,17,453,MedLow/453,3,5.4383031438482085e-05,1.3197196568882141,7.177035559053454e-05
P018,18,453,MedLow/453,4,4.737819246585218e-05,1.406633065414587,6.664373210204396e-05
P018,19,453,MedLow/453,5,6.458529190282745e-05,1.2218789493161668,7.891540861150471e-05
P018,20,762,MedHigh/762,1,4.998318118131772e-05,1.5584336561182408,7.78954717928214e-05
P018,21,762,MedHigh/762,2,5.0590453333311084e-05,1.6738908142566862,8.468289512371097e-05
P018,22,762,MedHigh/762,3,4.158939830301834e-05,1.948215197253432,8.102509781856646e-05
P018,23,762,MedHigh/762,4,4.318717982303831e-05,1.4420843442523616,6.227955589521502e-05
P018,24,762,MedHigh/762,5,4.188081975632311e-05,1.9816046248707928,8.299122612250995e-05
P018,25,189,Medium/189,1,4.2487413334439804e-05,2.0012738825452034,8.50289506431172e-05
P018,26,189,Medium/189,2,4.653627086518227e-05,1.8128502593313796,8.436329070626099e-05
P018,27,189,Medium/189,3,5.583873301755366e-05,1.2879756862805711,7.191893047932125e-05
P018,28,189,Medium/189,4,3.8646495102701264e-05,2.195115368622805,8.48335153433455e-05
P018,29,189,Medium/189,5,5.463589902091104e-05,1.147600684905984,6.27001951368517e-05
P019,0,258,Low/258,1,5.318563653983594e-05,0.861304236796266,4.5809014088466994e-05
P019,1,258,Low/258,2,3.5159933694559175e-05,1.3946039903225251,4.903418382990765e-05
P019,2,258,Low/258,3,3.1436160042899115e-05,1.7816305486098822,5.60076230634184e-05
P019,3,258,Low/258,4,1.973866264893106e-05,3.1490418413590073,6.215787457395415e-05
P019,4,258,Low/258,5,2.6699881780263725e-05,2.4908653747515017,6.650581103641742e-05
P019,5,453,MedLow/453,1,1.736301975479712e-05,3.5165189563710686,6.105738810758941e-05
P019,6,453,MedLow/453,2,1.5597868327300223e-05,4.348789336460362,6.783184345327605e-05
P019,7,453,MedLow/453,3,3.383357672114771e-05,1.6358062838306198,5.5345177404918805e-05
P019,8,453,MedLow/453,4,3.3263345879014086e-05,1.367359263761116,4.548294413136005e-05
P019,9,453,MedLow/453,5,3.621981481369397e-05,1.7945675786634283,6.499890536984854e-05
P019,10,605,Water/605,1,2.8935535317988982e-05,1.4178020917893093,4.1024862500888214e-05
P019,11,605,Water/605,2,4.737617006378305e-05,1.3472883141368488,6.382936029549491e-05
P019,12,605,Water/605,3,2.637307975909061e-05,2.0410505107344297,5.3828787911931744e-05
P019,13,605,Water/605,4,3.8968709917760046e-05,1.4223519637197626,5.542722107515179e-05
P019,14,605,Water/605,5,2.0701664692188948e-05,2.0104643109952742,4.161995804183685e-05
P019,15,189,Medium/189,1,4.13237548549728e-05,1.6212958403448732,6.699803185379868e-05
P019,16,189,Medium/189,2,3.161284745202105e-05,1.6874035415342783,5.33436307485232e-05
P019,17,189,Medium/189,3,2.015028890247886e-05,2.367357533846696,4.77029382424708e-05
P019,18,189,Medium/189,4,4.545488352956895e-05,0.9307421081526746,4.2306774122145283e-05
P019,19,189,Medium/189,5,3.937860373936098e-05,1.4696191139828778,5.7871548737322524e-05
P019,20,893,High/893,1,3.7784549050213595e-05,1.2641518002117955,4.77654057020184e-05
P019,21,893,High/893,2,2.8253475628305552e-05,1.9691946909558413,5.5636594208309544e-05
P019,22,893,High/893,3,4.3968383109981656e-05,1.3108205098927164,5.763465836738446e-05
P019,23,893,High/893,4,4.2410990809222234e-05,1.3720752995442256,5.8191072918530994e-05
P019,24,893,High/893,5,4.021428778994797e-05,1.3939368933409146,5.605617938983753e-05
P019,25,762,MedHigh/762,1,3.408031432879721e-05,1.3720742372323516,4.676072128732321e-05
P019,26,762,MedHigh/762,2,4.747269088524112e-05,1.150147493670839,5.460059643947055e-05
P019,27,762,MedHigh/762,3,4.078720201495833e-05,1.1450811038302533,4.6704654305436016e-05
P019,28,762,MedHigh/762,4,3.405284966574957e-05,1.5047061121258223,5.123953102735514e-05
P019,29,762,MedHigh/762,5,4.280632692251802e-05,1.0324727360777948,4.419636547913276e-05
P020,0,453,MedLow/453,1,3.8785602185130085e-05,2.0421086133754467,7.920441229720768e-05
P020,1,453,MedLow/453,2,4.8947037294853265e-05,1.5869775640250439,7.767785001242921e-05
P020,2,453,MedLow/453,3,4.346483124725178e-05,1.759654401480911,7.648308161385162e-05
P020,3,453,MedLow/453,4,4.405307255837649e-05,1.4261225012553618,6.282507802493583e-05
P020,4,453,MedLow/453,5,4.737252963906327e-05,1.9964584353688204,9.457728640266733e-05
P020,5,189,Medium/189,1,4.953038149131006e-05,1.2684035432896938,6.282451138406795e-05
P020,6,189,Medium/189,2,5.961811012953524e-05,1.2558261946594649,7.486998437676317e-05
P020,7,189,Medium/189,3,5.0218011776933174e-05,1.4961028372905294,7.513130990255892e-05
P020,8,189,Medium/189,4,5.6686573610158686e-05,1.2681590196245365,7.188758961533296e-05
P020,9,189,Medium/189,5,5.386793264523598e-05,1.5207730174575493,8.192089847309557e-05
P020,10,258,Low/258,1,4.700555823091502e-05,1.5904472750878758,7.475986200234328e-05
P020,11,258,Low/258,2,5.841407955310921e-05,1.512441554221125,8.834788126770092e-05
P020,12,258,Low/258,3,4.579026899841329e-05,2.2275200049566335,0.00010199874022631115
P020,13,258,Low/258,4,9.580533510539339e-06,6.759665689454294,6.476120365785986e-05
P020,14,258,Low/258,5,5.2880765288140444e-05,1.3336269210416845,7.052321219355071e-05
P020,15,762,MedHigh/762,1,5.1373016811948485e-05,1.3979621076259523,7.1817530857535e-05
P020,16,762,MedHigh/762,2,4.552447439260921e-05,1.9793041034420205,9.010677897233261e-05
P020,17,762,MedHigh/762,3,5.581428278422608e-05,1.4511037770456856,8.099231656128645e-05
P020,18,762,MedHigh/762,4,3.352839936223492e-05,2.052254856923401,6.880882043601408e-05
