filter,n_samples,n_subjects,majority_baseline,strategy,K,model,accuracy,balanced_acc,f1
snr_q1,126,27,0.753968253968254,standard,3,LogReg_C0.1,0.46825396825396826,0.44091680814940576,0.42379359770664116
snr_q1,126,27,0.753968253968254,standard,3,LogReg_C1,0.46825396825396826,0.44091680814940576,0.42379359770664116
snr_q1,126,27,0.753968253968254,standard,3,LogReg_C10,0.46825396825396826,0.44091680814940576,0.42379359770664116
snr_q1,126,27,0.753968253968254,standard,3,SVM_RBF,0.5079365079365079,0.4563667232597623,0.4464285714285714
snr_q1,126,27,0.753968253968254,standard,3,RForest,0.6904761904761905,0.5013582342954159,0.48998443175921125
snr_q1,126,27,0.753968253968254,standard,3,GradBoost,0.6825396825396826,0.5395585738539899,0.5408163265306123
snr_q1,126,27,0.753968253968254,standard,5,LogReg_C0.1,0.5158730158730159,0.4724957555178268,0.45854174004931314
snr_q1,126,27,0.753968253968254,standard,5,LogReg_C1,0.5079365079365079,0.4563667232597623,0.4464285714285714
snr_q1,126,27,0.753968253968254,standard,5,LogReg_C10,0.5079365079365079,0.4563667232597623,0.4464285714285714
snr_q1,126,27,0.753968253968254,standard,5,SVM_RBF,0.5238095238095238,0.466893039049236,0.45767575322812054
snr_q1,126,27,0.753968253968254,standard,5,RForest,0.6984126984126984,0.4848896434634975,0.45714285714285713
snr_q1,126,27,0.753968253968254,standard,5,GradBoost,0.6825396825396826,0.4743633276740238,0.4493006993006993
snr_q1,126,27,0.753968253968254,standard,8,LogReg_C0.1,0.5158730158730159,0.4724957555178268,0.45854174004931314
snr_q1,126,27,0.753968253968254,standard,8,LogReg_C1,0.5079365079365079,0.4563667232597623,0.4464285714285714
snr_q1,126,27,0.753968253968254,standard,8,LogReg_C10,0.5079365079365079,0.4563667232597623,0.4464285714285714
snr_q1,126,27,0.753968253968254,standard,8,SVM_RBF,0.49206349206349204,0.42410865874363324,0.42152080344332854
snr_q1,126,27,0.753968253968254,standard,8,RForest,0.7380952380952381,0.48947368421052634,0.4246575342465753
snr_q1,126,27,0.753968253968254,standard,8,GradBoost,0.6746031746031746,0.4799660441426146,0.46382978723404256
snr_q1,126,27,0.753968253968254,standard,10,LogReg_C0.1,0.46825396825396826,0.3974533106960951,0.39816069009766875
snr_q1,126,27,0.753968253968254,standard,10,LogReg_C1,0.47619047619047616,0.41358234295415963,0.4107142857142857
snr_q1,126,27,0.753968253968254,standard,10,LogReg_C10,0.48412698412698413,0.4188455008488965,0.41612604263206676
snr_q1,126,27,0.753968253968254,standard,10,SVM_RBF,0.49206349206349204,0.38064516129032255,0.38779228666869114
snr_q1,126,27,0.753968253968254,standard,10,RForest,0.7380952380952381,0.5112054329371817,0.47730986800754244
snr_q1,126,27,0.753968253968254,standard,10,GradBoost,0.6349206349206349,0.43191850594227504,0.40808823529411764
snr_q1,126,27,0.753968253968254,standard,15,LogReg_C0.1,0.5317460317460317,0.43955857385398983,0.44
snr_q1,126,27,0.753968253968254,standard,15,LogReg_C1,0.48412698412698413,0.3971137521222411,0.40074632326040827
snr_q1,126,27,0.753968253968254,standard,15,LogReg_C10,0.49206349206349204,0.40237691001697795,0.40583554376657827
snr_q1,126,27,0.753968253968254,standard,15,SVM_RBF,0.48412698412698413,0.36451612903225805,0.37323027473788933
snr_q1,126,27,0.753968253968254,standard,15,RForest,0.753968253968254,0.5,0.4298642533936652
snr_q1,126,27,0.753968253968254,standard,15,GradBoost,0.626984126984127,0.41578947368421054,0.3853658536585366
snr_q1,126,27,0.753968253968254,standard,20,LogReg_C0.1,0.5476190476190477,0.4500848896434635,0.4503711640009183
snr_q1,126,27,0.753968253968254,standard,20,LogReg_C1,0.5476190476190477,0.4718166383701189,0.467012987012987
snr_q1,126,27,0.753968253968254,standard,20,LogReg_C10,0.5396825396825397,0.46655348047538203,0.4615384615384615
snr_q1,126,27,0.753968253968254,standard,20,SVM_RBF,0.5396825396825397,0.433955857385399,0.4361111111111111
snr_q1,126,27,0.753968253968254,standard,20,RForest,0.7380952380952381,0.48947368421052634,0.4246575342465753
snr_q1,126,27,0.753968253968254,standard,20,GradBoost,0.6587301587301587,0.44770797962648556,0.4183574879227053
snr_q1,126,27,0.753968253968254,standard,30,LogReg_C0.1,0.6190476190476191,0.49745331069609505,0.4973404255319149
snr_q1,126,27,0.753968253968254,standard,30,LogReg_C1,0.5634920634920635,0.4497453310696095,0.451176051318603
snr_q1,126,27,0.753968253968254,standard,30,LogReg_C10,0.5634920634920635,0.4497453310696095,0.451176051318603
snr_q1,126,27,0.753968253968254,standard,30,SVM_RBF,0.6587301587301587,0.5020373514431239,0.4999538532533456
snr_q1,126,27,0.753968253968254,standard,30,RForest,0.746031746031746,0.49473684210526314,0.42727272727272725
snr_q1,126,27,0.753968253968254,standard,30,GradBoost,0.6666666666666666,0.4421052631578947,0.4
snr_q1,126,27,0.753968253968254,std+wins,3,LogReg_C0.1,0.48412698412698413,0.4514431239388795,0.4354449576066726
snr_q1,126,27,0.753968253968254,std+wins,3,LogReg_C1,0.47619047619047616,0.4461799660441426,0.4296296296296296
snr_q1,126,27,0.753968253968254,std+wins,3,LogReg_C10,0.48412698412698413,0.4514431239388795,0.4354449576066726
snr_q1,126,27,0.753968253968254,std+wins,3,SVM_RBF,0.5396825396825397,0.4991511035653651,0.48214285714285715
snr_q1,126,27,0.753968253968254,std+wins,3,RForest,0.6587301587301587,0.4694397283531409,0.4553131597466573
snr_q1,126,27,0.753968253968254,std+wins,3,GradBoost,0.6428571428571429,0.4915110356536503,0.4898785425101215
snr_q1,126,27,0.753968253968254,std+wins,5,LogReg_C0.1,0.5238095238095238,0.48862478777589136,0.4704398991314093
snr_q1,126,27,0.753968253968254,std+wins,5,LogReg_C1,0.5238095238095238,0.48862478777589136,0.4704398991314093
snr_q1,126,27,0.753968253968254,std+wins,5,LogReg_C10,0.5238095238095238,0.48862478777589136,0.4704398991314093
snr_q1,126,27,0.753968253968254,std+wins,5,SVM_RBF,0.5158730158730159,0.45076400679117146,0.44509421702404156
snr_q1,126,27,0.753968253968254,std+wins,5,RForest,0.6904761904761905,0.47962648556876064,0.45321019250027816
snr_q1,126,27,0.753968253968254,std+wins,5,GradBoost,0.6825396825396826,0.4960950764006791,0.4852941176470588
snr_q1,126,27,0.753968253968254,std+wins,8,LogReg_C0.1,0.5158730158730159,0.4833616298811545,0.46457680250783695
snr_q1,126,27,0.753968253968254,std+wins,8,LogReg_C1,0.5158730158730159,0.4833616298811545,0.46457680250783695
snr_q1,126,27,0.753968253968254,std+wins,8,LogReg_C10,0.5,0.46196943972835314,0.4470219435736677
snr_q1,126,27,0.753968253968254,std+wins,8,SVM_RBF,0.5079365079365079,0.43463497453310695,0.4322674418604651
snr_q1,126,27,0.753968253968254,std+wins,8,RForest,0.7142857142857143,0.47368421052631576,0.4166666666666667
snr_q1,126,27,0.753968253968254,std+wins,8,GradBoost,0.6587301587301587,0.4585738539898132,0.4376751427088739
snr_q1,126,27,0.753968253968254,std+wins,10,LogReg_C0.1,0.49206349206349204,0.42410865874363324,0.42152080344332854
snr_q1,126,27,0.753968253968254,std+wins,10,LogReg_C1,0.49206349206349204,0.434974533106961,0.4285714285714286
snr_q1,126,27,0.753968253968254,std+wins,10,LogReg_C10,0.49206349206349204,0.434974533106961,0.4285714285714286
snr_q1,126,27,0.753968253968254,std+wins,10,SVM_RBF,0.4523809523809524,0.35432937181663837,0.3638691739225873
snr_q1,126,27,0.753968253968254,std+wins,10,RForest,0.7380952380952381,0.500339558573854,0.4525345622119816
snr_q1,126,27,0.753968253968254,std+wins,10,GradBoost,0.6746031746031746,0.4799660441426146,0.46382978723404256
snr_q1,126,27,0.753968253968254,std+wins,15,LogReg_C0.1,0.5555555555555556,0.47707979626485564,0.47248803827751196
snr_q1,126,27,0.753968253968254,std+wins,15,LogReg_C1,0.5555555555555556,0.466213921901528,0.4643182508351048
snr_q1,126,27,0.753968253968254,std+wins,15,LogReg_C10,0.5555555555555556,0.466213921901528,0.4643182508351048
snr_q1,126,27,0.753968253968254,std+wins,15,SVM_RBF,0.5238095238095238,0.41256366723259763,0.41666666666666663
snr_q1,126,27,0.753968253968254,std+wins,15,RForest,0.753968253968254,0.5,0.4298642533936652
snr_q1,126,27,0.753968253968254,std+wins,15,GradBoost,0.6507936507936508,0.4424448217317487,0.4149430139299282
snr_q1,126,27,0.753968253968254,std+wins,20,LogReg_C0.1,0.48412698412698413,0.40797962648556874,0.40870695256660167
snr_q1,126,27,0.753968253968254,std+wins,20,LogReg_C1,0.5079365079365079,0.43463497453310695,0.4322674418604651
snr_q1,126,27,0.753968253968254,std+wins,20,LogReg_C10,0.49206349206349204,0.42410865874363324,0.42152080344332854
snr_q1,126,27,0.753968253968254,std+wins,20,SVM_RBF,0.5158730158730159,0.38556876061120543,0.3913043478260869
snr_q1,126,27,0.753968253968254,std+wins,20,RForest,0.746031746031746,0.49473684210526314,0.42727272727272725
snr_q1,126,27,0.753968253968254,std+wins,20,GradBoost,0.6666666666666666,0.4529711375212224,0.42176573426573427
snr_q1,126,27,0.753968253968254,std+wins,30,LogReg_C0.1,0.5873015873015873,0.5089983022071307,0.5025812329183116
snr_q1,126,27,0.753968253968254,std+wins,30,LogReg_C1,0.5396825396825397,0.44482173174872663,0.44518675979350136
snr_q1,126,27,0.753968253968254,std+wins,30,LogReg_C10,0.5396825396825397,0.433955857385399,0.4361111111111111
snr_q1,126,27,0.753968253968254,std+wins,30,SVM_RBF,0.6031746031746031,0.45432937181663835,0.453125
snr_q1,126,27,0.753968253968254,std+wins,30,RForest,0.746031746031746,0.49473684210526314,0.42727272727272725
snr_q1,126,27,0.753968253968254,std+wins,30,GradBoost,0.6746031746031746,0.4473684210526316,0.4028436018957346
snr_q1,126,27,0.753968253968254,std+iforest,3,LogReg_C0.1,0.5,0.39677419354838706,0.40203389830508474
snr_q1,126,27,0.753968253968254,std+iforest,3,LogReg_C1,0.5,0.39677419354838706,0.40203389830508474
snr_q1,126,27,0.753968253968254,std+iforest,3,LogReg_C10,0.5,0.39677419354838706,0.40203389830508474
snr_q1,126,27,0.753968253968254,std+iforest,3,SVM_RBF,0.5317460317460317,0.3960950764006791,0.400242033077854
snr_q1,126,27,0.753968253968254,std+iforest,3,RForest,0.6825396825396826,0.4852292020373515,0.4681300126635711
snr_q1,126,27,0.753968253968254,std+iforest,3,GradBoost,0.6587301587301587,0.49117147707979625,0.4862994216364843
snr_q1,126,27,0.753968253968254,std+iforest,5,LogReg_C0.1,0.4603174603174603,0.34872665534804753,0.35944976076555024
snr_q1,126,27,0.753968253968254,std+iforest,5,LogReg_C1,0.48412698412698413,0.3753820033955857,0.38305084745762713
snr_q1,126,27,0.753968253968254,std+iforest,5,LogReg_C10,0.48412698412698413,0.3753820033955857,0.38305084745762713
snr_q1,126,27,0.753968253968254,std+iforest,5,SVM_RBF,0.5,0.37504244482173177,0.38230487899774335
snr_q1,126,27,0.753968253968254,std+iforest,5,RForest,0.6904761904761905,0.46876061120543294,0.43197318229106463
snr_q1,126,27,0.753968253968254,std+iforest,5,GradBoost,0.6190476190476191,0.4431239388794567,0.43434343434343436
snr_q1,126,27,0.753968253968254,std+iforest,8,LogReg_C0.1,0.5,0.41850594227504245,0.4191848979293188
snr_q1,126,27,0.753968253968254,std+iforest,8,LogReg_C1,0.5079365079365079,0.42376910016977926,0.4244031830238727
snr_q1,126,27,0.753968253968254,std+iforest,8,LogReg_C10,0.5079365079365079,0.42376910016977926,0.4244031830238727
snr_q1,126,27,0.753968253968254,std+iforest,8,SVM_RBF,0.5476190476190477,0.4066213921901528,0.4091320444261621
snr_q1,126,27,0.753968253968254,std+iforest,8,RForest,0.7380952380952381,0.5112054329371817,0.47730986800754244
snr_q1,126,27,0.753968253968254,std+iforest,8,GradBoost,0.6587301587301587,0.49117147707979625,0.4862994216364843
snr_q1,126,27,0.753968253968254,std+iforest,10,LogReg_C0.1,0.5158730158730159,0.4398981324278438,0.4376234725982293
snr_q1,126,27,0.753968253968254,std+iforest,10,LogReg_C1,0.5,0.4293718166383701,0.4269005847953216
snr_q1,126,27,0.753968253968254,std+iforest,10,LogReg_C10,0.5079365079365079,0.43463497453310695,0.4322674418604651
snr_q1,126,27,0.753968253968254,std+iforest,10,SVM_RBF,0.5793650793650794,0.4276740237691002,0.4268303149944211
snr_q1,126,27,0.753968253968254,std+iforest,10,RForest,0.753968253968254,0.5217317487266554,0.4857142857142857
snr_q1,126,27,0.753968253968254,std+iforest,10,GradBoost,0.6904761904761905,0.5122241086587437,0.5059817030260381
snr_q1,126,27,0.753968253968254,std+iforest,15,LogReg_C0.1,0.5634920634920635,0.4388794567062818,0.4409035901573215
snr_q1,126,27,0.753968253968254,std+iforest,15,LogReg_C1,0.5396825396825397,0.42308998302207135,0.4263736263736264
snr_q1,126,27,0.753968253968254,std+iforest,15,LogReg_C10,0.5317460317460317,0.4178268251273345,0.4215236168391565
snr_q1,126,27,0.753968253968254,std+iforest,15,SVM_RBF,0.5952380952380952,0.4273344651952462,0.42186234817813767
snr_q1,126,27,0.753968253968254,std+iforest,15,RForest,0.753968253968254,0.5,0.4298642533936652
snr_q1,126,27,0.753968253968254,std+iforest,15,GradBoost,0.7063492063492064,0.5227504244482173,0.5161390762843798
snr_q1,126,27,0.753968253968254,std+iforest,20,LogReg_C0.1,0.5634920634920635,0.46061120543293715,0.4607423546805696
snr_q1,126,27,0.753968253968254,std+iforest,20,LogReg_C1,0.5634920634920635,0.47147707979626485,0.4696563863166756
snr_q1,126,27,0.753968253968254,std+iforest,20,LogReg_C10,0.5634920634920635,0.47147707979626485,0.4696563863166756
snr_q1,126,27,0.753968253968254,std+iforest,20,SVM_RBF,0.626984126984127,0.47011884550084887,0.4672064777327935
snr_q1,126,27,0.753968253968254,std+iforest,20,RForest,0.753968253968254,0.5,0.4298642533936652
snr_q1,126,27,0.753968253968254,std+iforest,20,GradBoost,0.746031746031746,0.5707979626485569,0.574504010130857
snr_q1,126,27,0.753968253968254,std+iforest,30,LogReg_C0.1,0.626984126984127,0.5461799660441427,0.5391798303633959
snr_q1,126,27,0.753968253968254,std+iforest,30,LogReg_C1,0.6428571428571429,0.5893039049235993,0.5728813559322035
snr_q1,126,27,0.753968253968254,std+iforest,30,LogReg_C10,0.6507936507936508,0.5837011884550085,0.5722222222222222
snr_q1,126,27,0.753968253968254,std+iforest,30,SVM_RBF,0.6587301587301587,0.5237691001697793,0.5241942566084131
snr_q1,126,27,0.753968253968254,std+iforest,30,RForest,0.753968253968254,0.5,0.4298642533936652
snr_q1,126,27,0.753968253968254,std+iforest,30,GradBoost,0.753968253968254,0.5760611205432937,0.5806763285024155
snr_q1,126,27,0.753968253968254,robust,3,LogReg_C0.1,0.4603174603174603,0.42478777589134126,0.4123456790123457
snr_q1,126,27,0.753968253968254,robust,3,LogReg_C1,0.47619047619047616,0.4461799660441426,0.4296296296296296
snr_q1,126,27,0.753968253968254,robust,3,LogReg_C10,0.46825396825396826,0.44091680814940576,0.42379359770664116
snr_q1,126,27,0.753968253968254,robust,3,SVM_RBF,0.48412698412698413,0.4188455008488965,0.41612604263206676
snr_q1,126,27,0.753968253968254,robust,3,RForest,0.6904761904761905,0.5013582342954159,0.48998443175921125
snr_q1,126,27,0.753968253968254,robust,3,GradBoost,0.6825396825396826,0.5395585738539899,0.5408163265306123
snr_q1,126,27,0.753968253968254,robust,5,LogReg_C0.1,0.5158730158730159,0.4724957555178268,0.45854174004931314
snr_q1,126,27,0.753968253968254,robust,5,LogReg_C1,0.5079365079365079,0.4563667232597623,0.4464285714285714
snr_q1,126,27,0.753968253968254,robust,5,LogReg_C10,0.5079365079365079,0.4563667232597623,0.4464285714285714
snr_q1,126,27,0.753968253968254,robust,5,SVM_RBF,0.48412698412698413,0.40797962648556874,0.40870695256660167
snr_q1,126,27,0.753968253968254,robust,5,RForest,0.6984126984126984,0.4848896434634975,0.45714285714285713
snr_q1,126,27,0.753968253968254,robust,5,GradBoost,0.6825396825396826,0.4743633276740238,0.4493006993006993
snr_q1,126,27,0.753968253968254,robust,8,LogReg_C0.1,0.5158730158730159,0.4724957555178268,0.45854174004931314
snr_q1,126,27,0.753968253968254,robust,8,LogReg_C1,0.5238095238095238,0.47775891341256366,0.4642857142857143
snr_q1,126,27,0.753968253968254,robust,8,LogReg_C10,0.5079365079365079,0.4563667232597623,0.4464285714285714
snr_q1,126,27,0.753968253968254,robust,8,SVM_RBF,0.5,0.4293718166383701,0.4269005847953216
snr_q1,126,27,0.753968253968254,robust,8,RForest,0.7380952380952381,0.48947368421052634,0.4246575342465753
snr_q1,126,27,0.753968253968254,robust,8,GradBoost,0.6746031746031746,0.4799660441426146,0.46382978723404256
snr_q1,126,27,0.753968253968254,robust,10,LogReg_C0.1,0.4603174603174603,0.4030560271646859,0.39983188568226397
snr_q1,126,27,0.753968253968254,robust,10,LogReg_C1,0.47619047619047616,0.41358234295415963,0.4107142857142857
snr_q1,126,27,0.753968253968254,robust,10,LogReg_C10,0.48412698412698413,0.4188455008488965,0.41612604263206676
snr_q1,126,27,0.753968253968254,robust,10,SVM_RBF,0.48412698412698413,0.40797962648556874,0.40870695256660167
snr_q1,126,27,0.753968253968254,robust,10,RForest,0.7301587301587301,0.4950764006791171,0.44907407407407407
snr_q1,126,27,0.753968253968254,robust,10,GradBoost,0.6349206349206349,0.43191850594227504,0.40808823529411764
snr_q1,126,27,0.753968253968254,robust,15,LogReg_C0.1,0.49206349206349204,0.38064516129032255,0.38779228666869114
snr_q1,126,27,0.753968253968254,robust,15,LogReg_C1,0.5,0.40764006791171475,0.4109090909090909
snr_q1,126,27,0.753968253968254,robust,15,LogReg_C10,0.48412698412698413,0.3971137521222411,0.40074632326040827
snr_q1,126,27,0.753968253968254,robust,15,SVM_RBF,0.40476190476190477,0.32275042444821733,0.3342726312081719
snr_q1,126,27,0.753968253968254,robust,15,RForest,0.753968253968254,0.5,0.4298642533936652
snr_q1,126,27,0.753968253968254,robust,15,GradBoost,0.626984126984127,0.41578947368421054,0.3853658536585366
snr_q1,126,27,0.753968253968254,robust,20,LogReg_C0.1,0.5,0.3859083191850594,0.3925154970536466
snr_q1,126,27,0.753968253968254,robust,20,LogReg_C1,0.5476190476190477,0.4718166383701189,0.467012987012987
snr_q1,126,27,0.753968253968254,robust,20,LogReg_C10,0.5396825396825397,0.46655348047538203,0.4615384615384615
snr_q1,126,27,0.753968253968254,robust,20,SVM_RBF,0.48412698412698413,0.3753820033955857,0.38305084745762713
snr_q1,126,27,0.753968253968254,robust,20,RForest,0.7380952380952381,0.48947368421052634,0.4246575342465753
snr_q1,126,27,0.753968253968254,robust,20,GradBoost,0.6587301587301587,0.44770797962648556,0.4183574879227053
snr_q1,126,27,0.753968253968254,robust,30,LogReg_C0.1,0.5555555555555556,0.45534804753820035,0.45555555555555555
snr_q1,126,27,0.753968253968254,robust,30,LogReg_C1,0.5634920634920635,0.4497453310696095,0.451176051318603
snr_q1,126,27,0.753968253968254,robust,30,LogReg_C10,0.5634920634920635,0.4497453310696095,0.451176051318603
snr_q1,126,27,0.753968253968254,robust,30,SVM_RBF,0.5873015873015873,0.46553480475382003,0.46627565982404695
snr_q1,126,27,0.753968253968254,robust,30,RForest,0.746031746031746,0.49473684210526314,0.42727272727272725
snr_q1,126,27,0.753968253968254,robust,30,GradBoost,0.6666666666666666,0.4421052631578947,0.4
